DATE TIME,flow_cfs,GroupName,Statistic,StatFlag
2000-12-11,93.15356526789566,MCC,0.1,CV
2000-12-12,94.23801102639453,MCC,0.1,CV
2000-12-13,96.56017061700862,MCC,0.1,CV
2000-12-14,104.07566131881379,MCC,0.1,CV
2000-12-15,106.79000660783285,MCC,0.1,CV
2000-12-16,123.38145850333346,MCC,0.1,CV
2000-12-17,126.76868998648216,MCC,0.1,CV
2000-12-18,116.93594297583742,MCC,0.1,CV
2000-12-19,110.60901039242589,MCC,0.1,CV
2000-12-20,108.28681047961318,MCC,0.1,CV
2000-12-21,104.9311741048333,MCC,0.1,CV
2000-12-22,103.43919388492799,MCC,0.1,CV
2000-12-23,100.74784885072046,MCC,0.1,CV
2000-12-24,101.23749500743912,MCC,0.1,CV
2000-12-25,100.44116300847251,MCC,0.1,CV
2000-12-26,99.61895127373428,MCC,0.1,CV
2000-12-27,98.82010436090553,MCC,0.1,CV
2000-12-28,97.87415248755575,MCC,0.1,CV
2000-12-29,97.22319279599348,MCC,0.1,CV
2000-12-30,96.87717121231866,MCC,0.1,CV
2000-12-31,96.46033066613941,MCC,0.1,CV
2001-01-01,95.99272113554206,MCC,0.1,CV
2001-01-02,95.57011448797013,MCC,0.1,CV
2001-01-03,95.23564165991361,MCC,0.1,CV
2001-01-04,96.0128263346766,MCC,0.1,CV
2001-01-05,95.87605274620964,MCC,0.1,CV
2001-01-06,95.52648759735405,MCC,0.1,CV
2001-01-07,93.9247498668641,MCC,0.1,CV
2001-01-08,101.65386137405659,MCC,0.1,CV
2001-01-09,105.55894263852775,MCC,0.1,CV
2001-01-10,107.22140132272285,MCC,0.1,CV
2001-01-11,122.88565452826579,MCC,0.1,CV
2001-01-12,168.26381718972345,MCC,0.1,CV
2001-01-13,160.3414524859808,MCC,0.1,CV
2001-01-14,135.25445394598998,MCC,0.1,CV
2001-01-15,121.91658667912706,MCC,0.1,CV
2001-01-16,115.10039145948618,MCC,0.1,CV
2001-01-17,110.25507508977621,MCC,0.1,CV
2001-01-18,106.41661859749202,MCC,0.1,CV
2001-01-19,102.85815219447412,MCC,0.1,CV
2001-01-20,103.62937464657695,MCC,0.1,CV
2001-01-21,104.72471322949959,MCC,0.1,CV
2001-01-22,103.22465989986462,MCC,0.1,CV
2001-01-23,102.48346723371915,MCC,0.1,CV
2001-01-24,105.82556604162276,MCC,0.1,CV
2001-01-25,188.3238891370339,MCC,0.1,CV
2001-01-26,273.1323387606257,MCC,0.1,CV
2001-01-27,300.11584248463697,MCC,0.1,CV
2001-01-28,185.67517148654696,MCC,0.1,CV
2001-01-29,151.58567758155363,MCC,0.1,CV
2001-01-30,139.02519882069373,MCC,0.1,CV
2001-01-31,135.22396756953762,MCC,0.1,CV
2001-02-01,129.80418574319063,MCC,0.1,CV
2001-02-02,123.34742399293657,MCC,0.1,CV
2001-02-03,119.74943031695648,MCC,0.1,CV
2001-02-04,116.9116260071017,MCC,0.1,CV
2001-02-05,115.98431674321354,MCC,0.1,CV
2001-02-06,115.72249896003686,MCC,0.1,CV
2001-02-07,116.72834193992115,MCC,0.1,CV
2001-02-08,118.48883527434975,MCC,0.1,CV
2001-02-09,117.14235362060596,MCC,0.1,CV
2001-02-10,119.46939236856888,MCC,0.1,CV
2001-02-11,190.3192811963893,MCC,0.1,CV
2001-02-12,448.2406918981224,MCC,0.1,CV
2001-02-13,330.030252345316,MCC,0.1,CV
2001-02-14,228.46031633629988,MCC,0.1,CV
2001-02-15,181.01575971568164,MCC,0.1,CV
2001-02-16,157.42819317564914,MCC,0.1,CV
2001-02-17,140.13461803014437,MCC,0.1,CV
2001-02-18,118.81361732742249,MCC,0.1,CV
2001-02-19,118.81991479726396,MCC,0.1,CV
2001-02-20,239.71170937683084,MCC,0.1,CV
2001-02-21,363.3557764367729,MCC,0.1,CV
2001-02-22,327.05168612746166,MCC,0.1,CV
2001-02-23,436.191129869594,MCC,0.1,CV
2001-02-24,446.59122943751476,MCC,0.1,CV
2001-02-25,530.6313384289268,MCC,0.1,CV
2001-02-26,422.01973781106574,MCC,0.1,CV
2001-02-27,277.76256970377153,MCC,0.1,CV
2001-02-28,225.81106756507688,MCC,0.1,CV
2001-03-01,196.2898670609194,MCC,0.1,CV
2001-03-02,186.17079451258374,MCC,0.1,CV
