dist_from_right_m,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202
117.0,28.460701,28.17495,28.93695,29.05125,28.51785,28.165426,28.070175,30.76575,36.93795,40.48125,29.403675,30.070425,28.1178,30.527626,28.9179,27.64155,28.708351,26.870026,28.59405,27.374851,27.974926,30.394276,28.546425,29.251276,28.565475,27.8892,26.8605,25.9461,25.46985,27.022425,27.75585,26.717625,26.355675,27.679651,26.3271,25.9461,27.060526,27.6987,26.241375,25.936575,26.374725,24.8412,24.812626,24.74595,24.517351,24.6126,24.384,24.36495,23.7363,23.75535,23.98395,23.86965,23.879175,22.679026,24.4602,26.2509,23.94585,24.279224,23.860125,23.307674,23.002874,22.774275,23.9268,19.935825,22.2504,23.94585,22.812376,23.345776,23.288626,23.56485,25.69845,23.22195,23.03145,21.77415,21.821775,21.50745,21.92655,26.155651,24.298275,22.145626,22.088476,21.802725,22.793325,23.37435,22.7838,24.088726,22.021801,21.402676,21.193125,20.831175,20.70735,20.564476,20.745451,20.47875,20.240625,19.773901,20.126326,19.79295,19.745325,19.6215,20.13585,21.955126,21.5646,20.09775,19.9644,19.812,19.688175,19.611975,19.688175,19.7358,19.2024,18.9357,19.040476,19.1643,18.983326,18.802351,18.7071,18.5166,18.3642,17.96415,17.6022,17.706976,17.668875,17.7165,17.516476,17.3355,17.364075,17.81175,17.4498,17.268826,17.040226,17.468851,17.04975,17.345026,17.3355,17.08785,16.9164,16.97355,16.506824,16.240126,17.687925,16.44015,16.0782,15.963901,15.79245,15.973425,15.554325,15.2781,15.1638,15.135225,14.9352,14.582775,15.725775,15.2019005,15.116176,15.0876,14.6304,14.57325,14.3827505,14.61135,14.773275,14.687551,14.620875,14.3637,14.220825,14.2113,14.2113,14.173201,14.011275,13.049251,13.84935,13.858875,13.84935,13.5255,13.4874,13.46835,13.43025,13.535026,13.335,13.2969,13.077826,13.039725,11.18235,13.268325,13.16355,13.1064005,13.001625,16.6497,11.249025,12.830175,13.382626,12.563476,12.696825,12.6111,12.639675,12.563476,12.40155,12.106276,12.0015,12.030075,11.9824505,11.915775,11.630025
118.0,28.63215,28.155901,28.927425,28.9941,28.4988,28.146376,28.089226,30.76575,36.947475,40.471725,29.35605,29.4894,28.1178,30.584776,28.93695,27.6225,28.708351,26.831924,28.622625,27.33675,27.917776,30.413326,28.55595,29.251276,28.565475,27.984451,26.9748,25.9461,25.488901,27.022425,27.6987,26.72715,26.403301,27.984451,26.336626,25.936575,27.374851,27.270075,26.241375,25.936575,26.317575,24.831675,24.812626,24.74595,24.526875,24.63165,24.384,24.374475,23.745825,23.802975,23.917274,23.898226,23.860125,21.764626,24.4983,26.1747,23.964901,24.28875,23.860125,23.33625,23.002874,22.812376,23.764875,19.650076,22.269451,23.421976,22.84095,23.364826,23.3172,23.593426,25.850851,23.231476,23.03145,21.81225,21.802725,21.497925,22.374226,26.155651,24.222075,22.19325,22.126575,21.821775,22.774275,23.41245,22.72665,24.088726,22.012276,21.421724,21.155025,20.8788,20.716875,20.564476,20.7264,20.469225,20.2311,19.75485,20.031075,19.79295,19.726274,19.631025,20.1549,21.993225,21.54555,20.088224,20.0406,19.6977,19.67865,19.6215,19.650076,19.726274,19.22145,18.907125,19.040476,19.173824,18.983326,18.802351,18.716625,18.5166,18.3642,17.96415,17.69745,17.726025,17.65935,17.726025,17.516476,17.3355,17.35455,17.802225,17.402176,17.27835,17.040226,17.4498,17.0307,17.24025,17.35455,17.040226,16.944975,16.811625,16.506824,16.240126,17.421225,16.4592,15.973425,15.963901,15.744825,15.98295,15.5829,15.325726,15.211425,15.154275,14.9352,14.582775,15.9924755,15.135225,15.135225,15.06855,14.639925,14.57325,14.392275,14.64945,14.830425,14.687551,14.5923,14.3637,14.277975,14.19225,14.201776,14.144625,14.03985,13.096875,13.839826,13.858875,13.858875,13.554075,13.4874,13.458825,13.411201,13.5255,13.354051,13.363575,13.08735,13.001625,11.06805,13.2588005,13.1826,13.0683,12.982575,16.640175,11.725275,12.85875,13.611225,12.592051,12.715876,12.6206255,12.677775,12.544425,12.392025,12.125325,11.9824505,12.077701,12.02055,11.8491,11.79195
119.0,28.86075,28.155901,28.97505,28.870275,28.508326,28.127325,28.089226,30.775276,36.871277,40.5003,29.27985,29.022675,28.13685,30.546675,28.851225,27.651075,28.7274,26.7843,28.622625,27.33675,27.860626,30.403801,28.603575,29.270325,28.5369,27.9654,27.060526,25.92705,25.50795,27.10815,27.64155,26.68905,26.4414,28.3083,26.34615,25.96515,27.6987,26.908125,26.26995,25.9842,26.241375,24.831675,24.8031,24.74595,24.55545,24.6507,24.384,24.374475,23.745825,23.822025,23.98395,23.955376,23.850601,20.9169,24.526875,25.3746,23.936325,24.32685,23.879175,23.288626,22.983826,22.8219,23.4696,19.459576,22.202776,22.993351,22.850475,23.326725,23.326725,23.612474,26.098501,23.250525,23.040976,21.8313,21.840826,21.4884,22.583775,26.1366,24.107775,22.278975,22.164675,21.821775,22.76475,23.3934,22.68855,24.031576,21.9456,21.39315,21.12645,20.945475,20.716875,20.55495,20.70735,20.469225,20.2311,19.773901,19.86915,19.802475,19.726274,19.631025,20.193,22.021801,21.50745,20.069176,20.012026,19.6977,19.745325,19.592926,19.6596,19.7358,19.22145,18.907125,19.050001,19.173824,18.983326,18.802351,18.716625,18.5166,18.354675,17.954626,17.764126,17.745075,17.668875,17.73555,17.497425,17.364075,17.3736,17.859375,17.402176,17.268826,17.040226,17.43075,17.0688,17.249775,17.402176,17.021175,16.849726,16.849726,16.544926,16.3068,17.116425,16.392525,15.935326,15.963901,15.744825,15.90675,15.56385,15.3543005,15.24,15.154275,14.811376,14.5161,16.316326,15.1638,15.144751,15.059025,14.639925,14.582775,14.392275,14.64945,14.859,14.7447,14.544675,14.325601,14.2303505,14.19225,14.173201,14.1351,14.0589,13.154025,13.839826,13.916025,13.8303,13.563601,13.4874,13.4493,13.411201,13.5255,13.46835,13.268325,13.1064005,12.97305,11.02995,13.27785,13.1826,13.096875,12.97305,16.59255,11.925301,12.8778,13.935075,12.6111,12.715876,12.66825,12.658725,12.525375,12.40155,12.068175,11.9634,12.077701,12.068175,11.858625,11.934825
120.0,28.93695,28.146376,28.9941,28.93695,28.51785,28.155901,28.127325,30.775276,36.871277,40.519352,29.194126,28.736925,28.146376,30.57525,28.8036,27.612976,28.651201,26.5938,28.470226,27.308176,27.860626,30.413326,28.651201,29.232225,28.4988,27.917776,27.127201,25.917526,25.527,27.3177,27.56535,26.68905,26.489025,28.4226,26.374725,25.96515,28.070175,26.5938,26.3271,25.974676,26.260426,24.831675,24.8031,24.74595,24.63165,24.6507,24.384,24.384,23.71725,23.83155,24.107775,23.993475,23.860125,21.73605,24.526875,24.97455,23.964901,24.36495,23.841076,23.269575,23.002874,22.812376,23.288626,18.9357,22.19325,22.72665,22.86,23.45055,23.288626,23.669626,26.098501,23.231476,23.06955,21.840826,21.8313,21.4884,22.76475,26.155651,24.145876,22.4409,22.1742,21.821775,22.755226,23.383875,22.640924,24.031576,21.974174,21.39315,21.116926,20.9169,20.7264,20.564476,20.70735,20.47875,20.221575,19.75485,19.821526,19.79295,19.726274,19.6596,20.221575,22.012276,21.459826,20.069176,19.916775,19.631025,19.7358,19.592926,19.650076,19.716751,19.211926,18.8976,19.050001,19.18335,18.99285,18.802351,18.716625,18.5166,18.354675,17.954626,17.7546,17.73555,17.668875,17.73555,17.516476,17.383125,17.35455,17.88795,17.39265,17.268826,17.059275,17.43075,17.002125,17.173574,17.440275,17.0688,16.830675,16.849726,16.554451,16.354425,16.868774,16.354425,15.9258,15.973425,15.859125,15.94485,15.535275,15.33525,15.18285,15.10665,14.7161255,14.544675,16.859251,15.173326,15.18285,15.059025,14.620875,14.61135,14.3827505,14.72565,14.8685255,14.7828,14.5161,14.30655,14.201776,14.201776,14.182725,14.173201,14.0589,13.16355,13.8969755,13.9065,13.88745,13.573125,13.54455,13.477875,13.458825,13.58265,13.46835,13.16355,13.12545,12.9921,10.982326,13.268325,13.211175,13.1064005,12.982575,16.59255,12.125325,12.906375,14.3637,12.63015,12.715876,12.7254,12.6492,12.51585,12.36345,12.144375,11.972925,12.09675,12.068175,11.896725,12.1348505
121.0,29.232225,28.184475,28.956001,29.013151,28.451176,28.146376,28.127325,30.76575,36.880802,40.624126,29.1465,28.451176,28.13685,30.61335,28.8036,27.6225,28.651201,26.450926,28.4226,27.4701,27.879675,30.413326,28.660725,29.194126,28.355925,27.90825,27.1653,25.9842,25.546051,27.3939,27.574875,26.65095,26.546175,28.432125,26.355675,25.974676,28.070175,26.2509,26.374725,25.955626,26.279476,24.822151,24.8031,24.74595,24.603075,24.6507,24.384,24.393526,23.7363,23.83155,24.069675,23.974424,23.974424,22.2885,24.622126,24.7269,23.955376,24.374475,23.83155,23.2791,23.002874,22.80285,23.250525,18.745201,22.19325,22.65045,22.869526,23.517225,23.2791,23.688675,26.0604,23.26005,23.1267,21.764626,21.821775,21.536026,23.193375,26.1747,24.09825,22.621876,22.298025,21.840826,22.679026,23.364826,22.621876,23.98395,21.9837,21.4122,21.097876,20.831175,20.7264,20.574,20.716875,20.47875,20.2311,19.75485,19.783424,19.783424,19.707226,19.650076,20.2311,22.021801,21.440775,20.078701,19.90725,19.60245,19.6977,19.573875,19.64055,19.726274,19.173824,18.907125,19.050001,19.18335,18.99285,18.802351,18.716625,18.5166,18.354675,17.954626,17.7546,17.745075,17.668875,17.745075,17.516476,17.402176,17.364075,17.935575,17.383125,17.287876,17.1069,17.421225,17.002125,17.040226,17.459326,17.078325,16.6878,16.8402,16.544926,16.335375,16.678276,16.32585,15.94485,16.087725,15.859125,15.86865,15.554325,15.33525,15.1638,15.116176,14.7161255,14.506576,16.944975,15.2019005,15.1638,15.0495,14.6304,14.5923,14.3827505,14.754225,14.80185,14.72565,14.49705,14.30655,14.201776,14.220825,14.182725,14.173201,14.0589,13.173075,13.88745,13.877925,13.88745,13.6017,13.554075,13.46835,13.458825,13.5921755,13.411201,13.16355,13.08735,13.001625,10.982326,13.249275,13.230226,13.154025,13.001625,16.525875,12.411076,12.8397,14.3637,12.6492,12.5349,12.677775,12.6111,12.47775,12.2301,12.239625,11.925301,12.09675,12.077701,11.858625,12.430125
122.0,29.556076,28.21305,28.927425,29.070301,28.489275,28.146376,28.089226,30.76575,36.852226,40.624126,29.060776,28.203526,28.098751,30.61335,28.7274,27.60345,28.651201,26.298525,28.28925,27.498674,27.879675,30.346651,28.660725,29.194126,28.2321,27.793951,27.184351,25.993725,25.546051,27.422476,27.5082,26.622375,26.57475,28.403551,26.374725,25.96515,28.3083,25.993725,26.374725,25.92705,26.289,24.822151,24.793575,24.74595,24.603075,24.622126,24.384,24.393526,23.764875,23.79345,24.0411,23.964901,24.012526,22.926676,24.755476,24.6126,23.993475,24.384,23.822025,23.364826,22.993351,22.7838,23.307674,18.468975,22.1742,22.631401,22.888575,23.688675,23.269575,23.688675,25.9842,23.288626,23.2029,21.764626,21.8313,21.54555,23.37435,26.19375,24.0411,22.907625,22.6695,21.85035,22.602825,23.383875,22.574251,24.06015,21.964651,21.402676,21.050251,20.850225,20.7264,20.621626,20.70735,20.469225,20.202526,19.726274,20.107275,19.812,19.6977,19.6215,20.25015,22.00275,21.440775,20.05965,19.897726,19.592926,19.745325,19.592926,19.64055,19.688175,19.173824,18.888075,19.050001,19.192875,18.99285,18.802351,18.716625,18.5166,18.354675,17.954626,17.7165,17.745075,17.687925,17.73555,17.516476,17.421225,17.35455,17.935575,17.402176,17.2593,17.097376,17.516476,17.01165,17.059275,17.421225,17.08785,16.678276,16.868774,16.525875,16.259174,16.602076,16.354425,15.9258,16.087725,15.916275,15.7353,15.573375,15.344775,15.135225,15.10665,14.7066,14.5542,16.9164,15.211425,15.059025,15.039975,14.64945,14.582775,14.373225,14.773275,14.76375,14.7066,14.525625,14.297025,14.220825,14.201776,14.201776,14.144625,14.030325,13.201651,13.858875,13.8303,13.935075,13.573125,13.50645,13.46835,13.477875,13.554075,13.31595,13.16355,13.077826,12.963525,10.99185,13.23975,13.230226,13.12545,13.0302,16.554451,12.544425,12.868275,14.6304,12.6873,12.47775,12.6492,12.639675,12.51585,12.277725,12.258676,11.9824505,12.087225,12.077701,11.7348,12.70635
123.0,29.746576,28.203526,28.86075,29.0322,28.508326,28.127325,28.089226,30.756226,36.70935,40.6146,28.984575,28.0035,28.108274,30.6705,28.775024,27.574875,28.565475,26.298525,28.260675,27.498674,27.8511,30.3657,28.660725,29.194126,28.13685,27.536776,27.2034,26.0604,25.536526,27.5463,27.5082,26.603325,26.603325,28.3845,26.355675,25.9842,28.32735,25.66035,26.38425,25.917526,26.317575,24.822151,24.793575,24.74595,24.736425,24.564976,24.374475,24.40305,23.71725,23.822025,24.02205,23.974424,23.964901,24.155401,24.86025,24.564976,24.088726,24.384,23.822025,23.345776,22.983826,22.7838,23.345776,18.107025,22.183725,22.631401,22.8981,24.107775,23.307674,23.7363,25.96515,23.326725,23.2791,21.77415,21.81225,21.58365,23.555325,26.19375,24.06015,23.1267,22.95525,21.8313,22.53615,23.3172,22.53615,24.06015,21.9837,21.383625,21.01215,20.831175,20.754974,20.59305,20.697824,20.469225,20.193,19.7358,20.107275,19.83105,19.716751,19.631025,20.28825,22.04085,21.43125,20.088224,19.812,19.592926,19.764376,19.573875,19.631025,19.707226,19.192875,18.8976,19.059525,19.2024,18.99285,18.802351,18.716625,18.5166,18.34515,17.954626,17.745075,17.73555,17.706976,17.73555,17.526001,17.440275,17.383125,17.954626,17.402176,17.31645,17.078325,17.526001,17.040226,17.173574,17.306925,17.0307,16.802101,16.859251,16.525875,16.2306,16.583025,16.411575,15.94485,16.05915,15.963901,15.67815,15.516225,15.382875,15.0876,15.144751,14.658976,14.563725,16.887825,15.24,15.0495,15.039975,14.7066,14.601825,14.3637,14.76375,14.792325,14.697075,14.5161,14.277975,14.182725,14.2113,14.201776,14.182725,14.030325,13.1826,13.839826,13.81125,13.916025,13.6017,13.4874,13.46835,13.439775,13.573125,13.3731,13.096875,13.08735,12.944475,11.001375,13.230226,13.1826,13.1064005,13.0302,16.583025,12.544425,12.963525,14.582775,12.715876,12.544425,12.563476,12.63015,12.5349,12.334875,12.258676,12.0015,12.106276,12.09675,11.858625,13.16355
124.0,30.1371,28.184475,28.832176,28.984575,28.51785,28.155901,28.098751,30.699076,36.67125,40.681274,28.946476,27.917776,28.13685,30.72765,28.717875,27.536776,28.355925,26.1747,28.25115,27.498674,27.90825,30.42285,28.660725,29.20365,28.0797,27.270075,27.193876,26.069925,25.574625,27.83205,27.346275,26.61285,26.622375,28.336876,26.38425,26.031826,28.36545,25.39365,26.431875,25.9461,26.336626,24.822151,24.78405,24.74595,24.926926,24.603075,24.374475,24.4221,23.71725,23.802975,24.031576,24.012526,23.936325,24.765,24.907875,24.603075,24.088726,24.36495,23.79345,23.298151,23.0124,22.76475,23.3172,17.916525,22.183725,22.631401,22.936201,24.36495,23.298151,23.7363,25.850851,23.3172,23.3553,21.73605,21.840826,21.62175,23.7744,26.203276,24.012526,23.307674,23.2791,21.85035,22.469475,23.326725,22.526625,24.0411,21.964651,21.39315,21.01215,20.926426,20.774025,20.55495,20.678776,20.450174,20.21205,19.745325,20.126326,19.83105,19.707226,19.67865,20.297775,22.0599,21.43125,20.1168,19.7358,19.6215,19.726274,19.573875,19.6215,19.688175,19.192875,18.907125,19.059525,19.2024,18.99285,18.802351,18.716625,18.5166,18.34515,17.954626,17.773651,17.687925,17.668875,17.726025,17.526001,17.43075,17.39265,17.96415,17.39265,17.31645,17.059275,17.516476,17.0688,17.145,17.306925,17.04975,16.964025,16.859251,16.5354,16.2687,16.5354,16.3068,15.954375,16.09725,15.963901,15.71625,15.592425,15.37335,15.06855,15.135225,14.678025,14.5542,16.830675,15.24,15.059025,15.039975,14.735175,14.61135,14.373225,14.754225,14.8209,14.76375,14.5542,14.277975,14.201776,14.19225,14.19225,14.144625,14.030325,13.230226,13.7922,13.8303,13.868401,13.5921755,13.496925,13.50645,13.4493,13.65885,13.344525,13.096875,13.039725,12.982575,10.982326,13.230226,13.2207,13.134975,13.001625,16.621124,12.582525,12.9921,14.620875,12.78255,12.592051,12.5349,12.6111,12.4968,12.372975,12.24915,12.0396,12.068175,12.049125,11.896725,13.439775
125.0,30.546675,28.146376,28.832176,28.89885,28.51785,28.194,28.089226,30.68955,36.6141,40.700325,28.89885,28.02255,28.108274,30.718126,28.67025,27.52725,28.108274,26.11755,28.155901,27.5082,27.984451,30.42285,28.679775,29.2227,27.984451,27.184351,27.155775,26.088976,25.6032,27.917776,27.3558,26.57475,26.660475,28.1178,26.38425,25.993725,28.36545,25.1079,26.450926,25.96515,26.403301,24.822151,24.78405,24.736425,25.2984,24.679276,24.374475,24.393526,23.707726,23.75535,24.012526,23.936325,23.936325,24.812626,24.965025,24.63165,24.164925,24.36495,23.802975,23.250525,23.0124,22.755226,23.3553,17.62125,22.183725,22.631401,22.945724,24.9174,23.33625,23.764875,25.765125,23.3172,23.402925,21.77415,21.878925,21.6408,24.1173,26.212801,24.003,23.45055,23.545801,21.8694,22.412325,23.288626,22.49805,23.98395,21.974174,21.345526,21.059774,21.01215,20.754974,20.545425,20.678776,20.450174,20.221575,19.745325,20.126326,19.878675,19.745325,19.64055,20.278725,22.07895,21.383625,20.078701,19.67865,19.6215,19.7358,19.56435,19.631025,19.67865,19.1643,18.8976,19.059525,19.211926,18.99285,18.802351,18.716625,18.5166,18.34515,17.954626,17.764126,17.69745,17.6784,17.726025,17.554575,17.478374,17.39265,17.973675,17.440275,17.268826,17.04975,17.4498,17.078325,17.164051,17.364075,17.059275,17.040226,16.8783,16.583025,16.28775,16.383,16.28775,15.954375,16.144875,15.9924755,15.8877,15.56385,15.3543005,15.097125,15.173326,14.7828,14.544675,16.678276,15.22095,15.0209255,15.0495,14.8685255,14.639925,14.392275,14.773275,14.906625,14.7066,14.535151,14.30655,14.182725,14.182725,14.220825,14.15415,14.020801,13.354051,13.801725,13.868401,13.820775,13.5921755,13.496925,13.5255,13.50645,13.573125,13.363575,13.16355,13.058775,13.0302,10.953751,13.230226,13.2207,13.134975,12.982575,16.66875,12.6492,12.906375,14.7161255,12.830175,12.592051,12.55395,12.6111,12.430125,12.392025,12.277725,12.049125,12.09675,11.991975,11.925301,13.54455
126.0,30.718126,28.13685,28.78455,29.003626,28.575,28.194,28.0797,30.641926,36.414074,40.738426,28.86075,28.041601,28.17495,30.775276,28.717875,27.498674,28.041601,25.850851,28.17495,27.56535,28.0035,30.432375,28.7274,29.213175,27.8892,26.831924,27.29865,26.1366,25.6794,28.013025,27.289125,26.565226,26.660475,27.813,26.38425,26.031826,28.3083,24.755476,26.460451,25.96515,26.489025,24.822151,24.78405,24.736425,25.536526,24.831675,24.374475,24.412575,23.7363,23.79345,24.0411,23.907751,23.936325,24.812626,25.05075,24.717375,24.28875,24.317326,23.9268,23.288626,23.03145,22.7076,23.37435,17.554575,22.2123,22.679026,22.993351,24.9174,23.45055,23.860125,25.536526,23.345776,23.41245,21.81225,21.8694,21.593176,24.212551,26.212801,23.98395,23.593426,23.631525,21.8313,22.3647,23.2791,22.45995,23.974424,21.964651,21.355051,21.135975,21.01215,20.7645,20.55495,20.659725,20.44065,20.2311,19.726274,20.050125,19.812,19.783424,19.650076,20.259676,22.00275,21.364574,20.050125,19.631025,19.64055,19.716751,19.573875,19.650076,19.6977,19.18335,18.87855,19.059525,19.211926,18.99285,18.802351,18.716625,18.5166,18.34515,17.954626,17.783175,17.726025,17.687925,17.726025,17.5641,17.459326,17.39265,17.96415,17.43075,17.2974,17.08785,17.35455,17.078325,17.154526,17.43075,17.059275,17.040226,16.849726,16.59255,16.32585,16.297276,16.3068,15.98295,16.1544,15.9924755,15.8877,15.5448,15.41145,15.1638,15.192375,14.76375,14.5161,16.411575,15.211425,15.0876,15.0495,14.8971,14.6685,14.42085,14.735175,14.91615,14.7066,14.563725,14.2875,14.220825,14.201776,14.182725,14.19225,14.03985,13.50645,13.801725,13.8969755,13.7445755,13.5921755,13.563601,13.5255,13.515975,13.6398,13.39215,13.16355,13.0302,13.08735,10.963275,13.2588005,13.230226,13.154025,12.9921,16.66875,12.658725,12.8397,14.7447,13.0302,12.66825,12.677775,12.582525,12.2872505,12.36345,12.315825,12.02055,12.0396,12.030075,11.90625,13.554075
127.0,30.718126,28.184475,28.717875,29.070301,28.59405,28.241625,28.0797,30.660975,36.32835,40.757477,28.794075,28.032076,28.279726,30.756226,28.7274,27.489151,27.9654,25.593676,28.194,27.56535,28.013025,30.470476,28.698826,29.175076,27.9273,26.565226,27.422476,26.165174,25.650826,28.127325,27.184351,26.57475,26.660475,27.536776,26.38425,26.031826,28.127325,24.488775,26.460451,26.00325,26.469975,24.822151,24.774525,24.736425,26.098501,25.20315,24.374475,24.4221,23.764875,23.822025,24.09825,23.936325,23.955376,24.812626,24.926926,24.765,24.412575,24.355425,23.9268,23.326725,23.03145,22.7076,23.52675,17.516476,22.19325,22.68855,22.993351,25.527,23.45055,24.003,25.39365,23.41245,23.41245,21.7932,21.8694,21.593176,24.2316,26.212801,23.964901,23.64105,23.688675,21.8313,22.298025,23.307674,22.412325,23.898226,21.955126,21.364574,21.135975,20.926426,20.8026,20.564476,20.659725,20.44065,20.21205,19.745325,20.050125,19.79295,19.773901,19.650076,20.240625,22.00275,21.364574,20.088224,19.573875,19.650076,19.707226,19.573875,19.631025,19.669125,19.1643,18.8595,19.06905,19.22145,19.002375,18.802351,18.716625,18.5166,18.34515,17.954626,17.7546,17.7546,17.6784,17.7165,17.573626,17.497425,17.421225,18.00225,17.459326,17.306925,17.0688,17.20215,17.078325,17.154526,17.478374,17.04975,17.0688,16.849726,16.583025,16.3068,16.221075,16.3449,16.011526,16.163925,16.002,15.878175,15.592425,15.459075,15.18285,15.211425,14.7161255,14.535151,16.202024,15.22095,15.230475,15.039975,15.449551,14.830425,14.4018,14.72565,14.91615,14.76375,14.582775,14.2875,14.19225,14.2113,14.173201,14.201776,14.03985,13.46835,13.7922,13.868401,13.69695,13.630275,13.554075,13.535026,13.477875,13.6779,13.411201,13.2207,12.9921,13.096875,10.944225,13.27785,13.306425,13.12545,13.001625,16.70685,12.7254,12.8397,14.8209,13.134975,12.6492,12.734925,12.563476,12.4682255,12.315825,12.3063,12.0015,12.0396,11.9634,11.953876,13.54455
128.0,30.699076,28.17495,28.6893,29.05125,28.603575,28.222576,28.041601,30.660975,36.25215,40.738426,28.755976,28.013025,28.403551,30.84195,28.78455,27.489151,27.879675,25.536526,28.355925,27.593925,27.984451,30.489525,28.755976,29.194126,28.041601,26.2509,27.612976,26.1747,25.6413,28.374975,27.117676,26.5557,26.65095,27.29865,26.3652,26.0223,27.813,24.1173,26.42235,26.04135,26.431875,24.850725,24.774525,24.736425,26.736675,25.365076,24.374475,24.450676,23.783926,23.83155,24.13635,24.003,23.974424,24.86025,24.660225,24.78405,24.5364,24.355425,24.32685,23.45055,23.0124,22.72665,23.5839,17.39265,22.19325,22.72665,23.0886,25.898476,23.45055,24.088726,25.307926,23.48865,23.4315,21.7932,21.897976,21.58365,24.260176,26.212801,23.8887,23.5839,23.593426,21.85035,22.202776,23.250525,22.317076,23.879175,21.9837,21.3741,21.078825,20.907375,20.793076,20.574,20.659725,20.44065,20.21205,19.745325,20.012026,19.783424,19.726274,19.6596,20.221575,21.88845,21.355051,20.107275,19.516726,19.592926,19.726274,19.5834,19.611975,19.669125,19.1643,18.87855,19.06905,19.22145,19.002375,18.802351,18.72615,18.5166,18.34515,17.954626,17.726025,17.745075,17.7165,17.726025,17.5641,17.497425,17.421225,18.0213,17.4117,17.31645,17.0688,17.04975,17.059275,17.154526,17.43075,16.9926,17.01165,16.8402,16.63065,16.278225,16.125826,16.354425,16.05915,16.144875,16.002,15.801975,15.5829,15.478126,15.24,15.230475,14.687551,14.49705,15.90675,15.249525,15.1638,15.0495,15.449551,15.0209255,14.373225,14.773275,14.811376,14.7828,14.57325,14.297025,14.220825,14.220825,14.173201,14.163675,14.049376,13.535026,13.782675,13.7445755,13.8303,13.6017,13.5255,13.535026,13.458825,13.65885,13.477875,13.2588005,13.058775,13.0683,10.925175,13.31595,13.27785,13.08735,13.01115,16.735426,12.6492,12.811125,14.754225,13.439775,12.696825,12.7254,12.51585,12.5349,12.353925,12.2872505,12.068175,12.049125,12.0396,11.9824505,13.563601
129.0,30.756226,28.194,28.708351,29.003626,28.59405,28.203526,28.098751,30.680025,36.17595,40.74795,28.794075,27.9654,28.4988,30.889576,28.82265,27.45105,27.793951,25.62225,28.36545,27.71775,28.02255,30.49905,28.78455,29.194126,28.17495,26.0223,27.860626,26.1366,25.669876,28.4226,27.117676,26.508076,26.622375,27.060526,26.393776,26.012775,27.384375,23.783926,26.450926,26.1747,26.38425,24.86025,24.765,24.736425,26.87955,25.7175,24.374475,24.4602,23.745825,23.83155,24.107775,24.031576,23.964901,24.888824,24.469725,24.822151,24.7269,24.36495,24.6126,23.460075,23.0124,22.850475,23.6601,17.364075,22.183725,22.7457,23.10765,26.279476,23.498175,24.212551,25.184101,23.574375,23.2029,21.81225,21.92655,21.593176,24.28875,26.203276,23.7744,23.269575,23.383875,21.8694,22.126575,23.231476,22.298025,23.850601,21.9837,21.383625,21.021675,20.869276,20.793076,20.583525,20.678776,20.4216,20.221575,19.7358,20.0025,19.79295,19.745325,19.650076,20.221575,21.745575,21.364574,20.09775,19.459576,19.5834,19.688175,19.573875,19.6215,19.669125,19.154776,18.869026,19.06905,19.230976,19.002375,18.802351,18.72615,18.5166,18.34515,17.954626,17.7165,17.783175,17.73555,17.73555,17.5641,17.50695,17.43075,17.992725,17.440275,17.2974,17.097376,16.944975,17.01165,17.12595,17.383125,16.9926,17.116425,16.8402,16.621124,16.316326,16.1163,16.354425,16.049625,16.182976,15.973425,15.659101,15.497175,15.41145,15.306675,15.192375,14.6685,14.61135,15.706725,15.211425,15.144751,15.0495,15.8400755,15.554325,14.392275,14.773275,14.697075,14.8209,14.563725,14.2875,14.239875,14.2494,14.201776,14.163675,14.030325,13.420725,13.763625,13.725525,13.9065,13.611225,13.5255,13.50645,13.458825,13.73505,13.50645,13.31595,13.058775,13.0683,10.8966,13.306425,13.335,13.077826,13.0302,16.764,12.6111,12.830175,14.658976,13.763625,12.6492,12.677775,12.506325,12.5349,12.3825,12.277725,12.05865,12.049125,12.087225,11.90625,13.611225
