k,i,j,bhead,cond
1,0,74,-17.480127350764786,27.77744970703125
2,0,74,-17.480127350764786,26.85732978515625
1,0,75,-17.571615512207757,27.70218720703125
2,0,75,-17.571615512207757,26.65347451171875
1,0,76,-17.662087934747827,27.626927343750005
2,0,76,-17.662087934747827,26.449621875
1,0,77,-17.752131748063672,27.55166484375
2,0,77,-17.752131748063672,26.2457666015625
1,0,78,-17.841154570077975,27.47640498046875
2,0,78,-17.841154570077975,26.041913964843754
1,0,79,-17.929543363016133,27.40114248046875
2,0,79,-17.929543363016133,25.83805869140625
1,0,80,-18.01738271107644,27.325882617187506
2,0,80,-18.01738271107644,25.634206054687503
1,0,81,-18.1045550520272,27.2506201171875
2,0,81,-18.1045550520272,25.430350781250002
1,0,82,-18.191159771836357,27.1753576171875
2,0,82,-18.191159771836357,25.226500781250003
1,0,83,-18.27663484298151,27.10009775390625
2,0,83,-18.27663484298151,25.022648144531253
1,0,84,-18.361178440725343,27.024835253906257
2,0,84,-18.361178440725343,24.81879287109375
1,0,85,-18.444314100569258,26.949575390625
2,0,85,-18.444314100569258,24.614940234375002
1,0,86,-18.525465459921428,26.874312890625
2,0,86,-18.525465459921428,24.4110849609375
1,0,87,-18.604218732344272,26.79905302734375
2,0,87,-18.604218732344272,24.207232324218754
1,0,88,-18.679478142556704,26.723790527343755
2,0,88,-18.679478142556704,24.00337705078125
1,0,89,-18.750712075672578,26.6485306640625
2,0,89,-18.750712075672578,23.799524414062503
1,0,90,-18.81656834613725,26.5732681640625
2,0,90,-18.81656834613725,23.595669140625
1,0,91,-18.87684405330601,26.4980056640625
2,0,91,-18.87684405330601,23.391819140625003
1,0,92,-18.930248356137444,26.422745800781257
2,0,92,-18.930248356137444,23.18796650390625
1,0,93,-18.97655646422097,26.34748330078125
2,0,93,-18.97655646422097,22.984111230468752
1,0,94,-19.01625102257226,26.2722234375
2,0,94,-19.01625102257226,22.78025859375
1,0,95,-19.04993844548447,26.196960937500002
2,0,95,-19.04993844548447,22.576403320312505
1,0,96,-19.07884867648013,26.12170107421875
2,0,96,-19.07884867648013,22.37255068359375
1,0,97,-19.103524926943305,26.04643857421875
2,0,97,-19.103524926943305,22.16869541015625
1,0,98,-19.125121093709073,25.971178710937505
2,0,98,-19.125121093709073,21.964842773437503
1,0,99,-19.144874917667412,25.895916210937504
2,0,99,-19.144874917667412,21.7609875
1,0,100,-19.163470710688458,25.82065634765625
2,0,100,-19.163470710688458,21.557134863281252
1,0,101,-19.18136223939683,25.74539384765625
2,0,101,-19.18136223939683,21.35328486328125
1,0,102,-19.198699437897485,25.670131347656252
2,0,102,-19.198699437897485,21.149429589843752
1,0,103,-19.21610606005719,25.594871484375002
2,0,103,-19.21610606005719,20.945576953125
1,0,104,-19.233686183758028,25.519608984375
2,0,104,-19.233686183758028,20.741721679687505
1,0,105,-19.25138868019798,24.729365917968753
2,0,105,-19.25138868019798,21.252852246093752
1,0,106,-19.26934081874045,23.9391228515625
2,0,106,-19.26934081874045,21.763977539062502
1,0,107,-19.287086877596305,23.1488771484375
2,0,107,-19.287086877596305,22.275110742187504
1,0,108,-19.304567068819278,22.35863408203125
2,0,108,-19.304567068819278,22.786236035156254
1,0,109,-19.322030246578656,21.568391015625004
2,0,109,-19.322030246578656,23.2973666015625
1,0,110,-19.338610149027257,20.7781453125
2,0,110,-19.338610149027257,23.808499804687504
1,0,111,-19.354668210573017,19.987902246093753
2,0,111,-19.354668210573017,24.319625097656253
1,0,112,-19.369074692787155,19.1976591796875
2,0,112,-19.369074692787155,24.830755664062504
1,0,113,-19.382346035502792,18.407414794921873
2,0,113,-19.382346035502792,25.341882275390624
1,0,114,-19.393857468764107,17.617170410156252
2,0,114,-19.393857468764107,25.853014160156253
1,0,115,-19.403370004048497,17.3662998046875
2,0,115,-19.403370004048497,25.8247669921875
1,0,116,-19.41073155311664,17.115429199218752
2,0,116,-19.41073155311664,25.796525097656254
1,0,117,-19.415183203885427,16.864557275390624
2,0,117,-19.415183203885427,25.768279248046877
1,0,118,-19.416815445068494,16.613686669921876
2,0,118,-19.416815445068494,25.74003735351563
1,0,119,-19.4153623936121,16.362814746093754
2,0,119,-19.4153623936121,25.711796777343753
1,0,120,-19.410546054858997,16.111944140625
2,0,120,-19.410546054858997,25.683549609375
1,0,121,-19.40226284867354,15.861073535156253
2,0,121,-19.40226284867354,25.655307714843754
1,0,122,-19.389418794355016,15.610201611328124
2,0,122,-19.389418794355016,25.627061865234378
1,0,123,-19.372575572235764,15.359331005859374
2,0,123,-19.372575572235764,25.598819970703126
1,0,124,-19.35087422229279,15.108460400390628
2,0,124,-19.35087422229279,25.570575439453126
1,0,125,-19.323499406904414,14.8575884765625
2,0,125,-19.323499406904414,25.542332226562504
1,0,126,-19.28915817668827,14.60671787109375
2,0,126,-19.28915817668827,25.5140876953125
1,0,127,-19.243336783904084,14.355847265625
2,0,127,-19.243336783904084,25.4858431640625
1,0,128,-19.18478291291753,14.104975341796875
2,0,128,-19.18478291291753,25.45759995117188
1,0,129,-19.11661868680911,13.854104736328129
2,0,129,-19.11661868680911,25.429355419921876
1,0,130,-19.040878588601128,13.6032328125
2,0,130,-19.040878588601128,25.40111220703125
1,0,131,-18.95816049736124,13.35236220703125
2,0,131,-18.95816049736124,25.372867675781254
1,0,132,-18.8684014123468,13.1014916015625
2,0,132,-18.8684014123468,25.34462314453125
1,0,133,-18.772170977239842,12.850619677734375
2,0,133,-18.772170977239842,25.316382568359376
1,0,134,-18.669100463125325,12.599749072265626
2,0,134,-18.669100463125325,25.288138037109373
1,0,135,-18.55897425134403,12.348878466796876
2,0,135,-18.55897425134403,25.259893505859377
1,0,136,-18.441298756920048,11.0318044921875
2,0,136,-18.441298756920048,26.29785234375
1,0,137,-18.315828005788063,9.7147318359375
2,0,137,-18.315828005788063,27.33580986328125
1,0,138,-18.18306156563918,8.3976591796875
2,0,138,-18.18306156563918,28.3737673828125
1,0,139,-18.042178341785576,7.080585205078125
2,0,139,-18.042178341785576,29.411726220703127
1,0,140,-17.893158074638375,5.864825830078125
2,0,140,-17.893158074638375,30.348370458984373
1,0,141,-17.734625164600534,4.649065795898437
2,0,141,-17.734625164600534,31.285015356445314
1,0,142,-17.566399619555725,3.456
2,0,142,-17.566399619555725,32.19896865234375
1,0,143,-17.388547155396058,3.456
2,0,143,-17.388547155396058,31.919853515625
1,0,144,-17.19882560077211,3.456
2,0,144,-17.19882560077211,31.640738378906256
1,0,145,-16.995720320781956,3.456
2,0,145,-16.995720320781956,31.3616232421875
1,0,146,-16.77511360358633,3.456
2,0,146,-16.77511360358633,31.08250810546875
1,0,147,-16.533528970663415,3.456
2,0,147,-16.533528970663415,30.803392968750007
1,0,148,-16.26729891138088,3.456
2,0,148,-16.26729891138088,30.52427783203125
1,0,149,-15.97239919304216,3.456
2,0,149,-15.97239919304216,30.2451626953125
1,0,150,-15.651825994303417,3.456
2,0,150,-15.651825994303417,29.96604755859375
1,0,151,-15.307456778394164,3.456
2,0,151,-15.307456778394164,29.18593740234375
1,0,152,-14.940992626566016,3.456
2,0,152,-14.940992626566016,28.405824609375006
1,0,153,-14.554055148862021,3.456
2,0,153,-14.554055148862021,27.62571181640625
1,0,154,-14.140536761654166,3.456
2,0,154,-14.140536761654166,26.845599023437504
1,0,155,-13.691734124269361,3.456
2,0,155,-13.691734124269361,26.06548623046875
1,0,156,-13.202979553626962,3.456
2,0,156,-13.202979553626962,25.285373437500002
1,0,157,-12.677435567796273,3.456
2,0,157,-12.677435567796273,24.50526064453125
1,0,158,-12.122314230168856,3.456
2,0,158,-12.122314230168856,23.7251478515625
1,0,159,-11.537372386426675,3.456
2,0,159,-11.537372386426675,22.945035058593753
1,0,160,-10.925636163011239,3.456
2,0,160,-10.925636163011239,22.164922265625
1,0,161,-10.289879039382525,3.456
2,0,161,-10.289879039382525,21.384809472656254
0,0,162,-9.633574483359983,14.459670703125
1,0,162,-9.633574483359983,3.456
2,0,162,-9.633574483359983,20.6046966796875
0,0,163,-8.9594676467442,16.178187744140626
1,0,163,-8.9594676467442,3.456
2,0,163,-8.9594676467442,19.8245865234375
0,0,164,-8.269529615994943,15.361899169921875
1,0,164,-8.269529615994943,3.456
2,0,164,-8.269529615994943,19.04447373046875
0,0,165,-7.564776760689469,14.939739404296878
1,0,165,-7.564776760689469,3.456
2,0,165,-7.564776760689469,18.2643609375
0,0,166,-6.846852960747281,15.01041533203125
1,0,166,-6.846852960747281,3.456
2,0,166,-6.846852960747281,17.48424814453125
0,0,167,-6.117504381301505,15.61083310546875
1,0,167,-6.117504381301505,3.456
2,0,167,-6.117504381301505,16.704135351562503
0,0,168,-5.377231660884192,15.520048242187503
1,0,168,-5.377231660884192,3.456
2,0,168,-5.377231660884192,15.92402255859375
0,0,169,-4.627358425935952,14.644553466796875
1,0,169,-4.627358425935952,3.456
2,0,169,-4.627358425935952,15.143909765625
0,0,170,-3.866788518144737,14.635335498046878
1,0,170,-3.866788518144737,3.456
2,0,170,-3.866788518144737,14.36379697265625
0,0,171,-3.0973504049692466,15.794526708984375
1,0,171,-3.0973504049692466,3.456
2,0,171,-3.0973504049692466,13.5836841796875
0,0,172,-2.3205605149813517,16.01553251953125
1,0,172,-2.3205605149813517,3.456
2,0,172,-2.3205605149813517,12.803572705078125
0,0,173,-1.535875394022834,16.143699462890627
1,0,173,-1.535875394022834,3.456
2,0,173,-1.535875394022834,12.023459912109377
0,0,174,-0.7442851166051767,16.465518896484376
1,0,174,-0.7442851166051767,3.456
2,0,174,-0.7442851166051767,11.243347119140626
0,0,175,0.055548388690311944,16.657110791015626
1,0,175,0.055548388690311944,3.456
2,0,175,0.055548388690311944,10.463234326171875
0,0,176,0.8622219293183179,16.5347103515625
1,0,176,0.8622219293183179,3.456
2,0,176,0.8622219293183179,9.683121533203124
0,0,177,1.6748521684040376,16.642007666015626
1,0,177,1.6748521684040376,3.456
2,0,177,1.6748521684040376,8.903008740234377
0,0,178,2.4930095195357724,16.92999799804688
1,0,178,2.4930095195357724,3.456
2,0,178,2.4930095195357724,8.122897265625
0,0,179,3.3217205620194696,17.5668802734375
1,0,179,3.3217205620194696,3.456
2,0,179,3.3217205620194696,7.34278447265625
0,0,180,4.159536036491187,17.505017578125
1,0,180,4.159536036491187,3.456
2,0,180,4.159536036491187,6.5626716796875
0,0,181,5.029943295430249,17.997138720703123
1,0,181,5.029943295430249,3.456
2,0,181,5.029943295430249,5.78255888671875
0,0,182,6.094009394186042,16.935550927734376
1,0,182,6.094009394186042,3.456
2,0,182,6.094009394186042,5.002446093750001
0,0,183,7.420260824896253,17.7396486328125
1,0,183,7.420260824896253,3.456
2,0,183,7.420260824896253,4.2223333007812505
0,0,184,8.793940156092534,17.739961083984376
1,0,184,8.793940156092534,3.456
2,0,184,8.793940156092534,3.456
0,0,185,10.180924216528373,17.7396486328125
1,0,185,10.180924216528373,3.456
2,0,185,10.180924216528373,3.456
0,0,186,11.575608568177875,15.72618427734375
1,0,186,11.575608568177875,3.456
2,0,186,11.575608568177875,3.456
0,0,187,12.974821855909992,18.34491796875
1,0,187,12.974821855909992,3.456
2,0,187,12.974821855909992,3.456
0,0,188,14.37868254350908,18.674010791015625
1,0,188,14.37868254350908,3.456
2,0,188,14.37868254350908,3.456
0,0,189,15.788637204789255,18.444639990234375
1,0,189,15.788637204789255,3.456
2,0,189,15.788637204789255,3.456
0,0,190,17.204369120398336,19.180189599609374
1,0,190,17.204369120398336,3.456
2,0,190,17.204369120398336,3.456
0,0,191,18.56068238968881,19.084711376953123
1,0,191,18.56068238968881,3.456
2,0,191,18.56068238968881,3.456
0,0,192,20.04715669777409,20.8669921875
1,0,192,20.04715669777409,3.456
2,0,192,20.04715669777409,3.456
0,0,193,21.046354061989728,19.61775966796875
1,0,193,21.046354061989728,3.456
2,0,193,21.046354061989728,3.456
0,0,194,22.402589751402,20.31020551757813
1,0,194,22.402589751402,3.456
2,0,194,22.402589751402,3.456
0,0,195,23.427796760769088,19.599321093750003
1,0,195,23.427796760769088,3.456
2,0,195,23.427796760769088,3.456
0,0,196,24.86303736311589,20.55696416015625
1,0,196,24.86303736311589,3.456
2,0,196,24.86303736311589,3.456
0,0,197,26.311002729791806,21.533784082031254
1,0,197,26.311002729791806,3.456
2,0,197,26.311002729791806,3.456
0,0,198,27.498101583460553,21.38793266601563
1,0,198,27.498101583460553,3.456
2,0,198,27.498101583460553,3.456
0,0,199,28.668535938166027,21.131088574218754
1,0,199,28.668535938166027,3.456
2,0,199,28.668535938166027,3.456
0,0,200,30.038078946625856,21.6550388671875
1,0,200,30.038078946625856,3.456
2,0,200,30.038078946625856,3.456
0,0,201,31.507714799304082,22.5492978515625
1,0,201,31.507714799304082,3.456
2,0,201,31.507714799304082,3.456
0,0,202,32.68588727082589,22.194282128906252
1,0,202,32.68588727082589,3.456
2,0,202,32.68588727082589,3.456
0,0,203,33.94647248633044,22.137226171875
1,0,203,33.94647248633044,3.456
2,0,203,33.94647248633044,3.456
0,0,204,35.57297412807509,23.558745849609377
1,0,204,35.57297412807509,3.456
2,0,204,35.57297412807509,3.456
0,0,205,36.52554039088748,22.4013779296875
1,0,205,36.52554039088748,3.456
2,0,205,36.52554039088748,3.456
0,0,206,37.99387985683459,23.0781603515625
1,0,206,37.99387985683459,3.456
2,0,206,37.99387985683459,3.456
0,0,207,39.08857322780918,23.0820099609375
1,0,207,39.08857322780918,3.456
2,0,207,39.08857322780918,3.456
0,0,208,39.800756720337226,22.70992016601563
1,0,208,39.800756720337226,3.456
2,0,208,39.800756720337226,3.456
0,0,209,40.93494926302663,23.077911181640626
1,0,209,40.93494926302663,3.456
2,0,209,40.93494926302663,3.456
0,0,210,41.686344736004806,23.217024462890627
1,0,210,41.686344736004806,3.456
2,0,210,41.686344736004806,3.456
0,0,211,43.01477981794716,23.834935546875002
1,0,211,43.01477981794716,3.456
2,0,211,43.01477981794716,3.456
0,0,212,43.53182459238738,23.780253955078127
1,0,212,43.53182459238738,3.456
2,0,212,43.53182459238738,3.456
0,0,213,43.8350233168832,23.744721533203126
1,0,213,43.8350233168832,3.456
2,0,213,43.8350233168832,3.456
0,0,214,44.35686027168074,23.91688740234375
1,0,214,44.35686027168074,3.456
2,0,214,44.35686027168074,3.456
0,0,215,45.59673488839656,24.46828857421875
1,0,215,45.59673488839656,3.456
2,0,215,45.59673488839656,3.456
0,0,216,44.87293637933342,24.133449023437503
1,0,216,44.87293637933342,3.456
2,0,216,44.87293637933342,3.456
0,0,217,45.354449250017346,24.355330224609375
1,0,217,45.354449250017346,3.456
2,0,217,45.354449250017346,3.456
0,0,218,46.238502461640344,24.762701953125003
1,0,218,46.238502461640344,3.456
2,0,218,46.238502461640344,3.456
0,0,219,46.01092656462388,24.657834375000004
1,0,219,46.01092656462388,3.456
2,0,219,46.01092656462388,3.456
0,0,220,48.021969542377754,25.584522363281252
1,0,220,48.021969542377754,3.456
2,0,220,48.021969542377754,3.456
0,0,221,47.28148568050702,25.243308544921877
1,0,221,47.28148568050702,3.456
2,0,221,47.28148568050702,3.456
0,0,222,47.328714880956475,25.265072021484375
1,0,222,47.328714880956475,3.456
2,0,222,47.328714880956475,3.456
0,0,223,47.05671958637051,25.1397369140625
1,0,223,47.05671958637051,3.456
2,0,223,47.05671958637051,3.456
0,0,224,48.40888239750942,25.762812011718754
1,0,224,48.40888239750942,3.456
2,0,224,48.40888239750942,3.456
0,0,225,48.82943706113385,25.95660556640625
1,0,225,48.82943706113385,3.456
2,0,225,48.82943706113385,3.456
0,0,226,47.94799041845264,25.550433544921876
1,0,226,47.94799041845264,3.456
2,0,226,47.94799041845264,3.456
0,0,227,48.570499080885234,25.8372861328125
1,0,227,48.570499080885234,3.456
2,0,227,48.570499080885234,3.456
0,0,228,56.2540360733789,29.53859853515625
1,0,228,56.2540360733789,3.456
2,0,228,56.2540360733789,3.456
0,0,229,57.266091779267875,30.031290527343756
1,0,229,57.266091779267875,3.456
2,0,229,57.266091779267875,3.456
