,xs_num,dist_from_right_m,Easting,Northing,z_m
123,0,1980.0,672766.8939498083,4262990.187148999,
124,0,1990.0,672762.9856778017,4262999.391789673,
125,0,2000.0,672759.077405795,4263008.596430345,
126,0,2010.0,672755.1691337883,4263017.801071019,
127,0,2020.0,672751.2608617817,4263027.005711692,
128,0,2030.0,672747.352589775,4263036.210352365,
129,0,2040.0,672743.4443177683,4263045.414993038,
130,0,2050.0,672739.5360457617,4263054.619633712,
131,0,2060.0,672735.627773755,4263063.824274384,
132,0,2070.0,672731.7195017483,4263073.028915058,
133,0,2080.0,672727.8112297417,4263082.233555731,
134,0,2090.0,672723.902957735,4263091.438196404,
135,0,2100.0,672719.9946857283,4263100.642837077,
136,0,2110.0,672716.0864137217,4263109.847477751,
137,0,2120.0,672712.1781417149,4263119.052118423,
138,0,2130.0,672708.2698697082,4263128.256759097,
139,0,2140.0,672704.3615977016,4263137.46139977,
140,0,2150.0,672700.4533256949,4263146.666040443,
141,0,2160.0,672696.5450536882,4263155.870681116,
142,0,2170.0,672692.6367816816,4263165.075321789,
143,0,2180.0,672688.7285096749,4263174.279962462,
144,0,2190.0,672684.8202376682,4263183.484603136,
145,0,2200.0,672680.9119656616,4263192.689243808,
146,0,2210.0,672677.0036936549,4263201.893884482,
147,0,2220.0,672673.0954216482,4263211.098525155,
148,0,2230.0,672669.1871496416,4263220.303165828,
149,0,2240.0,672665.2788776349,4263229.507806501,
150,0,2250.0,672661.3706056282,4263238.712447175,
151,0,2260.0,672657.4623336216,4263247.917087847,
152,0,2270.0,672653.5540616149,4263257.121728521,
153,0,2280.0,672649.6457896082,4263266.326369194,
154,0,2290.0,672645.7375176016,4263275.531009867,
155,0,2300.0,672641.8292455949,4263284.73565054,
156,0,2310.0,672637.9209735882,4263293.940291214,
157,0,2320.0,672634.0127015816,4263303.144931886,
158,0,2330.0,672630.1044295749,4263312.34957256,
159,0,2340.0,672626.1961575681,4263321.554213233,
160,0,2350.0,672622.2878855615,4263330.758853906,
161,0,2360.0,672618.3796135548,4263339.963494579,
162,0,2370.0,672614.4713415481,4263349.168135253,
163,0,2380.0,672610.5630695415,4263358.372775925,
164,0,2390.0,672606.6547975348,4263367.577416599,
165,0,2400.0,672602.7465255281,4263376.782057272,
166,0,2410.0,672598.8382535215,4263385.986697945,
167,0,2420.0,672594.9299815148,4263395.191338618,
168,0,2430.0,672591.0217095081,4263404.395979292,
169,0,2440.0,672587.1134375015,4263413.600619964,
170,0,2450.0,672583.2051654948,4263422.805260638,
171,0,2460.0,672579.2968934882,4263432.009901311,
172,0,2470.0,672575.3886214815,4263441.214541984,
173,0,2480.0,672571.4803494748,4263450.419182657,
174,0,2490.0,672567.5720774682,4263459.62382333,
175,0,2500.0,672563.6638054615,4263468.828464003,
176,0,2510.0,672559.7555334548,4263478.033104677,153.92924
177,0,2520.0,672555.8472614482,4263487.237745349,154.32317
178,0,2530.0,672551.9389894415,4263496.442386023,154.65414
179,0,2540.0,672548.0307174348,4263505.647026696,154.95541
180,0,2550.0,672544.1224454282,4263514.851667369,154.75809
181,0,2560.0,672540.2141734214,4263524.056308042,155.10394
182,0,2570.0,672536.3059014147,4263533.260948716,155.35977
183,0,2580.0,672532.397629408,4263542.465589388,156.02922
184,0,2590.0,672528.4893574014,4263551.670230062,156.56293
185,0,2600.0,672524.5810853947,4263560.874870735,157.4895
186,0,2610.0,672520.672813388,4263570.079511408,158.20782
187,0,2620.0,672516.7645413814,4263579.284152081,158.98656
188,0,2630.0,672512.8562693747,4263588.488792755,159.33559
189,0,2640.0,672508.947997368,4263597.693433427,159.5888
190,0,2650.0,672505.0397253614,4263606.898074101,159.58076
191,0,2660.0,672501.1314533547,4263616.102714774,159.58076
192,0,2670.0,672497.2231813481,4263625.307355447,159.93924
193,0,2680.0,672493.3149093414,4263634.51199612,159.65413
194,0,2690.0,672489.4066373347,4263643.716636794,160.55089
195,0,2700.0,672485.4983653281,4263652.921277466,160.5826
196,0,2710.0,672481.5900933214,4263662.12591814,160.92921
197,0,2720.0,672477.6818213147,4263671.330558813,161.1795
198,0,2730.0,672473.7735493081,4263680.535199486,161.07129
199,0,2740.0,672469.8652773014,4263689.739840159,161.68301
200,0,2750.0,672465.9570052947,4263698.944480833,161.79776
201,0,2760.0,672462.0487332881,4263708.149121505,162.55263
202,0,2770.0,672458.1404612814,4263717.353762179,162.49251
203,0,2780.0,672454.2321892746,4263726.558402852,163.13428
204,0,2790.0,672450.323917268,4263735.763043525,163.14192
205,0,2800.0,672446.4156452613,4263744.967684198,163.18901
206,0,2810.0,672442.5073732546,4263754.172324872,163.90744
207,0,2820.0,672438.599101248,4263763.376965544,163.95601
208,0,2830.0,672434.6908292413,4263772.581606218,164.82169
209,0,2840.0,672430.7825572346,4263781.78624689,164.65724
210,0,2850.0,672426.874285228,4263790.990887564,164.09785
211,0,2860.0,672422.9660132213,4263800.195528237,164.53447
212,0,2870.0,672419.0577412146,4263809.40016891,163.55156
213,0,2880.0,672415.149469208,4263818.604809583,164.64154
214,0,2890.0,672411.2411972013,4263827.809450257,163.52959
215,0,2900.0,672407.3329251946,4263837.014090929,163.636
216,0,2910.0,672403.424653188,4263846.218731603,162.97163
217,0,2920.0,672399.5163811813,4263855.423372276,162.02718
218,0,2930.0,672395.6081091746,4263864.628012949,161.80621
219,0,2940.0,672391.699837168,4263873.832653622,161.19559
220,0,2950.0,672387.7915651613,4263883.037294296,160.65073
221,0,2960.0,672383.8832931546,4263892.241934968,160.08366
222,0,2970.0,672379.975021148,4263901.446575642,159.38008
223,0,2980.0,672376.0667491413,4263910.651216315,158.24953
224,0,2990.0,672372.1584771347,4263919.855856988,158.24953
225,0,3000.0,672368.250205128,4263929.060497661,156.38676
226,0,3010.0,672364.3419331212,4263938.265138335,155.28775
227,0,3020.0,672360.4336611145,4263947.469779007,153.96777
228,0,3030.0,672356.5253891079,4263956.674419681,151.76642
229,0,3040.0,672352.6171171012,4263965.879060354,148.00087
230,0,3050.0,672348.7088450945,4263975.083701027,145.03238
231,0,3060.0,672344.8005730879,4263984.2883417,142.0228
232,0,3070.0,672340.8923010812,4263993.492982374,137.36038
233,0,3080.0,672336.9840290745,4264002.697623046,132.65434
234,0,3090.0,672333.0757570679,4264011.90226372,124.98419
235,0,3100.0,672329.1674850612,4264021.106904393,124.98419
236,0,3110.0,672325.2592130546,4264030.311545066,120.08437
237,0,3120.0,672321.3509410479,4264039.516185739,113.051865
238,0,3130.0,672317.4426690412,4264048.720826413,107.14455
239,0,3140.0,672313.5343970346,4264057.925467085,100.39725
240,0,3150.0,672309.6261250279,4264067.130107759,95.66207
241,0,3160.0,672305.7178530212,4264076.334748431,82.83315
242,0,3170.0,672301.8095810146,4264085.539389105,72.808365
243,0,3180.0,672297.9013090079,4264094.744029778,67.19155
244,0,3190.0,672293.9930370012,4264103.948670451,65.40374
245,0,3200.0,672290.0847649946,4264113.153311124,65.40374
246,0,3210.0,672286.1764929879,4264122.357951798,63.509094
247,0,3220.0,672282.2682209812,4264131.56259247,63.258205
248,0,3230.0,672278.3599489745,4264140.767233144,62.64748
249,0,3240.0,672274.4516769678,4264149.971873817,68.97264
250,0,3250.0,672270.5434049611,4264159.17651449,84.44628
251,0,3260.0,672266.6351329545,4264168.381155163,97.65207
252,0,3270.0,672262.7268609478,4264177.5857958365,104.06366
253,0,3280.0,672258.8185889411,4264186.790436509,110.55913
254,0,3290.0,672254.9103169345,4264195.995077183,118.28381
255,0,3300.0,672251.0020449278,4264205.199717856,124.90436
256,0,3310.0,672247.0937729211,4264214.404358529,124.90436
257,0,3320.0,672243.1855009145,4264223.608999202,130.46361
258,0,3330.0,672239.2772289078,4264232.8136398755,135.61375
259,0,3340.0,672235.3689569011,4264242.018280548,141.26791
260,0,3350.0,672231.4606848945,4264251.2229212215,145.1366
261,0,3360.0,672227.5524128878,4264260.427561895,147.71947
262,0,3370.0,672223.6441408811,4264269.6322025675,149.20142
263,0,3380.0,672219.7358688745,4264278.836843241,152.01622
264,0,3390.0,672215.8275968678,4264288.0414839145,152.68721
265,0,3400.0,672211.9193248611,4264297.246124587,153.24896
266,0,3410.0,672208.0110528545,4264306.4507652605,153.38104
267,0,3420.0,672204.1027808478,4264315.655405934,153.65138
268,0,3430.0,672200.1945088411,4264324.8600466065,153.6952
269,0,3440.0,672196.2862368345,4264334.06468728,154.89436
270,0,3450.0,672192.3779648277,4264343.269327953,155.5312
271,0,3460.0,672188.469692821,4264352.473968626,155.56277
272,0,3470.0,672184.5614208144,4264361.6786092995,155.1499
273,0,3480.0,672180.6531488077,4264370.883249973,154.92604
274,0,3490.0,672176.744876801,4264380.0878906455,153.7152
275,0,3500.0,672172.8366047944,4264389.292531319,153.25703
276,0,3510.0,672168.9283327877,4264398.4971719915,153.22125
277,0,3520.0,672165.020060781,4264407.701812665,152.84286
278,0,3530.0,672161.1117887744,4264416.906453338,152.84286
279,0,3540.0,672157.2035167677,4264426.111094011,152.56976
280,0,3550.0,672153.295244761,4264435.3157346845,153.02449
281,0,3560.0,672149.3869727544,4264444.520375358,153.1502
282,0,3570.0,672145.4787007477,4264453.7250160305,153.18047
283,0,3580.0,672141.570428741,4264462.929656704,153.73848
284,0,3590.0,672137.6621567344,4264472.134297377,154.04362
285,0,3600.0,672133.7538847277,4264481.33893805,153.80618
286,0,3610.0,672129.845612721,4264490.543578723,153.63522
287,0,3620.0,672125.9373407144,4264499.748219397,152.96404
288,0,3630.0,672122.0290687077,4264508.952860069,151.75168
289,0,3640.0,672118.120796701,4264518.157500743,152.1076
290,0,3650.0,672114.2125246944,4264527.362141416,150.85036
291,0,3660.0,672110.3042526877,4264536.566782089,150.08705
292,0,3670.0,672106.395980681,4264545.771422762,149.01915
293,0,3680.0,672102.4877086743,4264554.976063436,148.22166
294,0,3690.0,672098.5794366676,4264564.180704108,147.15518
295,0,3700.0,672094.671164661,4264573.385344782,146.4162
296,0,3710.0,672090.7628926543,4264582.589985455,146.07643
297,0,3720.0,672086.8546206476,4264591.794626128,145.3409
298,0,3730.0,672082.946348641,4264600.999266801,144.87949
299,0,3740.0,672079.0380766343,4264610.203907475,144.87949
300,0,3750.0,672075.1298046276,4264619.408548147,144.31053
301,0,3760.0,672071.221532621,4264628.613188821,143.39209
302,0,3770.0,672067.3132606143,4264637.817829494,142.65657
303,0,3780.0,672063.4049886076,4264647.022470167,142.25948
304,0,3790.0,672059.496716601,4264656.22711084,141.60016
305,0,3800.0,672055.5884445943,4264665.431751514,141.16536
306,0,3810.0,672051.6801725876,4264674.636392186,140.39293
307,0,3820.0,672047.771900581,4264683.84103286,139.61208
308,0,3830.0,672043.8636285743,4264693.045673532,139.39511
309,0,3840.0,672039.9553565676,4264702.250314206,138.72057
310,0,3850.0,672036.047084561,4264711.454954879,138.81956
311,0,3860.0,672032.1388125543,4264720.659595552,138.20624
312,0,3870.0,672028.2305405476,4264729.864236225,138.20587
313,0,3880.0,672024.322268541,4264739.068876899,137.47786
314,0,3890.0,672020.4139965342,4264748.273517571,136.98463
315,0,3900.0,672016.5057245275,4264757.478158245,136.67159
316,0,3910.0,672012.5974525209,4264766.682798918,136.22804
317,0,3920.0,672008.6891805142,4264775.887439591,135.83163
318,0,3930.0,672004.7809085075,4264785.092080264,135.44249
319,0,3940.0,672000.8726365009,4264794.296720938,135.06276
320,0,3950.0,671996.9643644942,4264803.50136161,134.51709
321,0,3960.0,671993.0560924875,4264812.706002284,134.51709
322,0,3970.0,671989.1478204809,4264821.910642957,134.28188
323,0,3980.0,671985.2395484742,4264831.11528363,133.17426
324,0,3990.0,671981.3312764675,4264840.319924303,132.73598
325,0,4000.0,671977.4230044609,4264849.524564977,131.62627
326,0,4010.0,671973.5147324542,4264858.729205649,131.2772
327,0,4020.0,671969.6064604475,4264867.933846323,130.43378
328,0,4030.0,671965.6981884409,4264877.138486996,129.64565
329,0,4040.0,671961.7899164342,4264886.343127669,129.24709
330,0,4050.0,671957.8816444275,4264895.547768342,128.65108
331,0,4060.0,671953.9733724209,4264904.752409016,128.32394
332,0,4070.0,671950.0651004142,4264913.957049688,128.32394
333,0,4080.0,671946.1568284075,4264923.161690362,128.10204
334,0,4090.0,671942.2485564009,4264932.366331035,127.59637
335,0,4100.0,671938.3402843942,4264941.570971708,127.21839
336,0,4110.0,671934.4320123876,4264950.775612381,127.00676
337,0,4120.0,671930.5237403808,4264959.980253055,126.757484
338,0,4130.0,671926.6154683741,4264969.184893727,126.43706
339,0,4140.0,671922.7071963674,4264978.389534401,127.501785
340,0,4150.0,671918.7989243608,4264987.594175073,127.56734
341,0,4160.0,671914.8906523541,4264996.798815747,127.11717
342,0,4170.0,671910.9823803474,4265006.00345642,127.11717
343,0,4180.0,671907.0741083408,4265015.208097093,127.015274
344,0,4190.0,671903.1658363341,4265024.412737766,127.5556
345,0,4200.0,671899.2575643274,4265033.61737844,127.37197
346,0,4210.0,671895.3492923208,4265042.822019112,127.8719
347,0,4220.0,671891.4410203141,4265052.026659786,128.3486
348,0,4230.0,671887.5327483075,4265061.231300459,128.11734
349,0,4240.0,671883.6244763008,4265070.435941132,128.50545
350,0,4250.0,671879.7162042941,4265079.640581805,128.25117
351,0,4260.0,671875.8079322875,4265088.845222479,128.63298
352,0,4270.0,671871.8996602808,4265098.049863151,128.38536
353,0,4280.0,671867.9913882741,4265107.254503825,128.38536
354,0,4290.0,671864.0831162675,4265116.459144498,128.70027
355,0,4300.0,671860.1748442608,4265125.663785171,128.11894
356,0,4310.0,671856.2665722541,4265134.868425844,128.30586
357,0,4320.0,671852.3583002475,4265144.073066518,126.55152
358,0,4330.0,671848.4500282408,4265153.27770719,126.59199
359,0,4340.0,671844.541756234,4265162.482347864,127.452156
360,0,4350.0,671840.6334842273,4265171.686988537,125.52456
361,0,4360.0,671836.7252122207,4265180.89162921,125.43373
362,0,4370.0,671832.816940214,4265190.096269883,125.10042
363,0,4380.0,671828.9086682074,4265199.300910557,126.260506
364,0,4390.0,671825.0003962007,4265208.505551229,125.846825
365,0,4400.0,671821.092124194,4265217.710191903,127.21056
366,0,4410.0,671817.1838521874,4265226.914832576,128.06174
367,0,4420.0,671813.2755801807,4265236.119473249,128.57721
368,0,4430.0,671809.367308174,4265245.324113922,129.04982
369,0,4440.0,671805.4590361674,4265254.528754596,129.26614
370,0,4450.0,671801.5507641607,4265263.733395268,129.64088
371,0,4460.0,671797.642492154,4265272.938035942,129.43765
372,0,4470.0,671793.7342201474,4265282.142676615,129.80641
373,0,4480.0,671789.8259481407,4265291.347317288,129.96869
374,0,4490.0,671785.917676134,4265300.551957961,129.63968
375,0,4500.0,671782.0094041274,4265309.756598634,129.63968
376,0,4510.0,671778.1011321207,4265318.961239307,129.08505
377,0,4520.0,671774.192860114,4265328.165879981,129.01903
378,0,4530.0,671770.2845881074,4265337.370520653,128.44041
379,0,4540.0,671766.3763161007,4265346.575161327,128.2039
380,0,4550.0,671762.468044094,4265355.779802,128.13737
381,0,4560.0,671758.5597720873,4265364.984442673,128.01443
382,0,4570.0,671754.6515000806,4265374.189083346,127.72505
383,0,4580.0,671750.7432280739,4265383.39372402,127.56295
384,0,4590.0,671746.8349560673,4265392.598364692,127.544655
385,0,4600.0,671742.9266840606,4265401.803005366,127.544655
386,0,4610.0,671739.0184120539,4265411.007646039,126.95259
387,0,4620.0,671735.1101400473,4265420.212286712,127.13972
388,0,4630.0,671731.2018680406,4265429.416927385,127.12728
389,0,4640.0,671727.2935960339,4265438.621568059,127.35543
390,0,4650.0,671723.3853240273,4265447.826208731,127.53875
391,0,4660.0,671719.4770520206,4265457.030849405,127.56258
392,0,4670.0,671715.568780014,4265466.235490078,127.714806
393,0,4680.0,671711.6605080073,4265475.440130751,128.35422
394,0,4690.0,671707.7522360006,4265484.644771424,128.79396
395,0,4700.0,671703.843963994,4265493.849412098,129.63264
396,0,4710.0,671699.9356919873,4265503.05405277,129.63264
397,0,4720.0,671696.0274199806,4265512.258693444,130.50824
398,0,4730.0,671692.119147974,4265521.463334117,130.43562
399,0,4740.0,671688.2108759673,4265530.66797479,130.24353
400,0,4750.0,671684.3026039606,4265539.872615463,131.18268
401,0,4760.0,671680.394331954,4265549.077256137,130.96843
402,0,4770.0,671676.4860599473,4265558.281896809,131.11127
403,0,4780.0,671672.5777879405,4265567.486537483,130.19649
404,0,4790.0,671668.6695159338,4265576.691178156,130.50584
405,0,4800.0,671664.7612439272,4265585.895818829,
406,0,4810.0,671660.8529719205,4265595.100459502,
407,0,4820.0,671656.9446999138,4265604.305100175,
408,0,4830.0,671653.0364279072,4265613.509740848,
409,0,4840.0,671649.1281559005,4265622.714381522,
410,0,4850.0,671645.2198838938,4265631.919022194,
411,0,4860.0,671641.3116118872,4265641.123662868,
412,0,4870.0,671637.4033398805,4265650.328303541,
413,0,4880.0,671633.4950678739,4265659.532944214,
414,0,4890.0,671629.5867958672,4265668.737584887,
415,0,4900.0,671625.6785238605,4265677.942225561,
416,0,4910.0,671621.7702518539,4265687.146866233,
417,0,4920.0,671617.8619798472,4265696.351506907,
418,0,4930.0,671613.9537078405,4265705.55614758,
419,0,4940.0,671610.0454358339,4265714.760788253,
420,0,4950.0,671606.1371638272,4265723.965428926,
421,0,4960.0,671602.2288918205,4265733.1700695995,
422,0,4970.0,671598.3206198139,4265742.374710272,
423,0,4980.0,671594.4123478072,4265751.579350946,
424,0,4990.0,671590.5040758005,4265760.783991619,
425,0,5000.0,671586.5958037938,4265769.988632292,
426,0,5010.0,671582.6875317871,4265779.193272965,
427,0,5020.0,671578.7792597804,4265788.3979136385,
428,0,5030.0,671574.8709877738,4265797.602554311,
429,0,5040.0,671570.9627157671,4265806.8071949845,
430,0,5050.0,671567.0544437604,4265816.011835658,
431,0,5060.0,671563.1461717538,4265825.2164763305,
432,0,5070.0,671559.2378997471,4265834.421117004,
433,0,5080.0,671555.3296277404,4265843.6257576775,
434,0,5090.0,671551.4213557338,4265852.83039835,
435,0,5100.0,671547.5130837271,4265862.0350390235,
436,0,5110.0,671543.6048117204,4265871.239679697,
437,0,5120.0,671539.6965397138,4265880.4443203695,
438,0,5130.0,671535.7882677071,4265889.648961043,
439,0,5140.0,671531.8799957004,4265898.853601716,
440,0,5150.0,671527.9717236938,4265908.058242389,
441,0,5160.0,671524.0634516871,4265917.2628830625,
442,0,5170.0,671520.1551796804,4265926.467523735,
443,0,5180.0,671516.2469076738,4265935.6721644085,
444,0,5190.0,671512.3386356671,4265944.876805082,
445,0,5200.0,671508.4303636604,4265954.0814457545,
446,0,5210.0,671504.5220916538,4265963.286086428,
447,0,5220.0,671500.6138196471,4265972.490727101,
448,0,5230.0,671496.7055476403,4265981.695367774,
449,0,5240.0,671492.7972756337,4265990.9000084475,
450,0,5250.0,671488.889003627,4266000.104649121,
451,0,5260.0,671484.9807316203,4266009.3092897935,
452,0,5270.0,671481.0724596137,4266018.513930467,
453,0,5280.0,671477.164187607,4266027.71857114,
454,0,5290.0,671473.2559156003,4266036.923211813,
455,0,5300.0,671469.3476435937,4266046.127852486,
456,0,5310.0,671465.439371587,4266055.33249316,
457,0,5320.0,671461.5310995803,4266064.537133832,
458,0,5330.0,671457.6228275737,4266073.741774506,
459,0,5340.0,671453.714555567,4266082.946415179,
460,0,5350.0,671449.8062835603,4266092.151055852,
461,0,5360.0,671445.8980115537,4266101.355696525,
462,0,5370.0,671441.989739547,4266110.560337199,
463,0,5380.0,671438.0814675404,4266119.764977871,
464,0,5390.0,671434.1731955337,4266128.969618545,
465,0,5400.0,671430.264923527,4266138.174259218,
466,0,5410.0,671426.3566515204,4266147.378899891,
467,0,5420.0,671422.4483795137,4266156.583540564,
468,0,5430.0,671418.540107507,4266165.788181238,
469,0,5440.0,671414.6318355004,4266174.99282191,
470,0,5450.0,671410.7235634936,4266184.197462584,
471,0,5460.0,671406.8152914869,4266193.402103257,
472,0,5470.0,671402.9070194802,4266202.60674393,
473,0,5480.0,671398.9987474736,4266211.811384603,
474,0,5490.0,671395.0904754669,4266221.016025276,
475,0,5500.0,671391.1822034603,4266230.220665949,
476,0,5510.0,671387.2739314536,4266239.425306623,
477,0,5520.0,671383.3656594469,4266248.629947295,
478,0,5530.0,671379.4573874403,4266257.834587969,
479,0,5540.0,671375.5491154336,4266267.039228642,
480,0,5550.0,671371.6408434269,4266276.243869315,
481,0,5560.0,671367.7325714203,4266285.448509988,
482,0,5570.0,671363.8242994136,4266294.653150662,
483,0,5580.0,671359.9160274069,4266303.857791334,
484,0,5590.0,671356.0077554003,4266313.062432008,
485,0,5600.0,671352.0994833936,4266322.267072681,
486,0,5610.0,671348.1912113869,4266331.471713354,
487,0,5620.0,671344.2829393803,4266340.676354027,
488,0,5630.0,671340.3746673736,4266349.880994701,
489,0,5640.0,671336.4663953669,4266359.085635373,
490,0,5650.0,671332.5581233603,4266368.290276047,
491,0,5660.0,671328.6498513536,4266377.49491672,
492,0,5670.0,671324.7415793468,4266386.699557393,
493,0,5680.0,671320.8333073402,4266395.904198066,
494,0,5690.0,671316.9250353335,4266405.10883874,
495,0,5700.0,671313.0167633268,4266414.313479412,
496,0,5710.0,671309.1084913202,4266423.518120086,
497,0,5720.0,671305.2002193135,4266432.722760759,
498,0,5730.0,671301.2919473068,4266441.927401432,
499,0,5740.0,671297.3836753002,4266451.132042105,
500,0,5750.0,671293.4754032935,4266460.336682779,
501,0,5760.0,671289.5671312868,4266469.541323451,
