dist_from_right_m,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
200.0,,,23.326221,26.024677,14.005144,28.227276,27.292763,15.032553,14.015797,16.267689,15.906243,14.935764,13.630549,14.146107,11.128325,12.589274,12.599101,13.856069,12.997579,9.533348,9.862234,10.457898,12.270284,10.508706,9.007003,9.189468,8.616296,8.114609,8.399443,7.753696,7.654909,7.8731723,6.7809496,7.262165,6.8759775,6.7109795,6.2868047,6.042964,4.972379,4.383024,4.869442,4.639903,3.529584,3.5463557,3.3212185,3.0395455,3.428372,2.7554877,2.3999543,2.1794302,2.2527092,2.6998067,2.0901341,2.1049292,2.0974932,2.0014176,1.6257468,1.3803018,1.0541006,0.69922864,,0.81816685
210.0,,,23.364086,26.10522,14.000668,28.245348,27.334768,15.041644,13.990927,16.298,15.906243,15.526537,13.623493,14.187614,11.078256,12.582522,12.664198,13.793296,13.099754,9.533348,9.901837,10.300467,12.277644,10.86466,8.96679,9.190393,8.617871,8.034222,8.364534,7.8142767,7.6261597,7.8449507,6.781003,7.262165,6.8650584,6.7113886,6.2868047,6.0429506,4.987232,4.384555,4.884324,4.645875,3.529584,3.529584,3.3160903,3.0442345,3.411237,2.7061017,2.454102,2.2032843,2.2316356,2.7525523,2.0330925,2.1023111,2.0973632,2.0142913,1.6257738,1.3769629,1.0542198,0.6988242,,0.8136343
220.0,,,23.364086,26.10522,13.996833,28.267962,27.014433,15.349879,13.972305,16.469639,15.792753,17.032038,13.541426,14.064271,10.801788,12.386393,12.726385,13.763446,13.206,9.482031,9.825858,10.346366,12.261845,10.949643,8.906793,9.241542,8.6312685,7.9482303,8.306328,7.8142767,7.626743,7.8373857,6.7805657,7.262165,6.865178,6.688566,6.2868047,6.0429826,4.908326,4.383024,4.930647,4.6435685,3.529584,3.529584,3.34797,3.041658,3.411237,2.6720233,2.4486284,2.2291646,2.22027,2.7084017,1.9282732,2.1143687,2.0975282,2.0224326,1.6261166,1.3762784,1.064061,0.6988242,,0.83341587
230.0,,,23.301065,26.149788,13.993502,28.216244,26.9727,15.349879,13.955515,16.53388,15.693842,17.90869,13.487124,14.139951,10.777702,12.22166,12.770463,13.749704,13.211269,9.36418,9.910385,10.294171,12.2116,11.08693,8.92909,9.274446,8.620059,7.918497,8.264192,7.889705,7.6124606,7.817495,6.7800145,7.262165,6.8672466,6.6847343,6.2868047,6.0417547,4.8790765,4.383024,4.9342403,4.6421657,3.529584,3.529584,3.348025,3.041744,3.4069796,2.6225164,2.442698,2.2522838,2.1931398,2.680497,1.8136765,2.120415,2.0985608,2.019501,1.6259574,1.376685,1.0682509,0.69683874,,0.8396691
240.0,,,23.612925,26.250402,13.999719,28.253284,26.834332,15.8831005,13.9499035,16.53388,15.925832,17.865953,13.406031,14.031102,10.777702,12.131367,12.771181,13.749704,13.101591,9.321828,10.070631,10.231829,12.16533,11.185992,8.999077,9.312777,8.620059,7.8211207,8.231616,7.8976717,7.6086736,7.7901626,6.7796664,7.262165,6.866201,6.6857395,6.2868047,6.0595117,4.774451,4.3812456,4.9107456,4.542049,3.529584,3.529584,3.3477273,3.0423858,3.370146,2.6032653,2.5453405,2.2456489,2.1197598,2.6330106,1.7127991,2.1006312,2.097169,2.024144,1.6261404,1.3764141,1.0594906,0.69140184,,0.8168226
250.0,,,23.945332,26.25314,13.991869,28.216303,26.843071,16.829992,13.946643,16.575626,16.027239,17.721949,13.416888,14.119506,10.777702,12.241183,12.766849,13.717571,13.101591,9.379987,10.111504,10.3839445,12.13079,11.111294,9.029946,9.312777,8.618735,7.7578588,8.186293,7.9485126,7.6294913,7.7473545,6.7794213,7.262165,6.832488,6.67758,6.293722,6.0720835,4.579162,4.383024,4.915398,4.5145006,3.529584,3.529584,3.3466804,3.041073,3.335254,2.5555978,2.5515838,2.2570436,2.084812,2.6387436,1.6043662,2.1040022,2.0643127,2.017485,1.6577142,1.3797456,1.0594906,0.69018215,,0.7891412
260.0,,,23.614943,26.200325,13.997632,28.005877,26.847408,16.898373,13.940654,16.606913,16.053244,17.823046,13.35908,14.071692,10.777702,12.31647,12.747937,13.755498,13.073893,9.395008,9.957976,10.198744,12.037521,11.037942,9.075113,9.321486,8.626087,7.648452,8.187058,7.9968095,7.6540365,7.749383,6.7992067,7.262165,6.846635,6.657891,6.3363943,6.0609274,4.521558,4.383024,4.931014,4.4724636,3.529584,3.529584,3.3466883,3.0432415,3.3276794,2.4942944,2.5162241,2.2739925,2.0457566,2.6172824,1.6098889,2.074571,2.0624135,2.0445747,1.6561972,1.3802358,1.0530368,0.6869744,,0.8385972
270.0,,,24.087687,26.430576,13.998204,28.007414,26.832748,16.914526,13.933434,16.697176,16.335722,17.301422,13.55847,14.271126,10.777702,12.237604,12.720625,13.754858,13.141185,9.447721,10.130565,10.036505,12.023858,11.037942,9.137184,9.333629,8.647357,7.544916,8.15602,7.9949317,7.6584473,7.7161574,6.7992067,7.262165,6.836634,6.6437154,6.3678102,6.064479,4.410087,4.383024,4.928799,4.470904,3.529584,3.529584,3.3467047,3.0410786,3.3220825,2.4964135,2.5316734,2.3262136,1.9680803,2.641777,1.6093439,2.0418165,2.0618567,2.0441802,1.6568704,1.3784221,1.0513215,0.6791832,,0.8628548
280.0,,,24.130093,26.373676,13.998204,27.773575,26.833054,16.943624,13.920854,16.759876,16.433342,16.826338,13.612769,14.224702,10.777702,12.260078,12.68597,13.651245,13.120278,9.542651,10.070562,9.906844,12.085204,11.051122,9.197826,9.37586,8.678541,7.3688188,8.081543,8.042204,7.66203,7.718981,6.798241,7.262165,6.8352504,6.6437154,6.377833,6.044509,4.3951654,4.383024,4.939085,4.4163337,3.529584,3.529584,3.3468885,3.0454183,3.3183284,2.4789932,2.4591453,2.3320942,1.9585284,2.6689844,1.6093439,2.053673,2.063315,2.0437207,1.6862836,1.3815777,1.0491737,0.6910137,,0.8829537
290.0,,,24.340517,26.522562,14.0098715,27.808243,26.832193,16.790382,13.925781,16.856115,16.761292,16.449345,13.520583,14.214414,10.777702,12.325392,12.639131,13.521721,13.027833,9.6798725,9.884192,9.884195,12.020535,11.050928,9.219097,9.385093,8.679186,7.24394,7.957503,8.052756,7.661836,7.695239,6.8044763,7.262165,6.8351393,6.620795,6.3852654,6.0490756,4.383024,4.383024,4.949168,4.3831725,3.529584,3.529584,3.3466785,3.0327227,3.3098965,2.4989853,2.5521274,2.2247117,2.0101092,2.6565847,1.6093439,2.046351,2.0689015,2.0499694,1.703645,1.3825332,1.0536658,0.7234836,,0.88527685
300.0,,,23.803617,27.610647,14.21186,27.662695,26.893164,16.700283,13.921124,16.821936,16.953585,15.529674,13.520583,14.1294985,10.777702,12.301164,12.542768,13.408478,13.173024,9.749446,9.995601,9.893588,12.160702,10.827201,9.264997,9.385093,8.710356,7.226305,7.7365007,8.074251,7.6356726,7.695239,6.8111243,7.262165,6.8335285,6.61135,6.403493,6.042007,4.383024,4.383024,4.9956956,4.3792167,3.529584,3.529584,3.3708296,3.016112,3.3076923,2.5576043,2.5482366,2.0680842,2.0099473,2.6332855,1.6093439,2.09231,2.0592468,2.0754325,1.7193934,1.3801277,1.0476217,0.7492022,,0.9043002
310.0,,,23.417585,28.064978,14.491178,27.698542,26.889565,16.700283,13.926124,16.883211,16.97009,15.301012,13.418037,14.141321,10.777702,12.299955,12.492966,13.285971,13.083565,9.749446,9.979784,9.923842,12.172517,10.785115,9.317581,9.376018,8.738235,7.1978455,7.669082,8.095979,7.634211,7.6847973,6.8139396,7.262165,6.8340783,6.5953727,6.40846,6.010986,4.383024,4.383024,5.018514,4.3789916,3.529584,3.529584,3.3561265,3.0221782,3.2968326,2.6873662,2.381631,1.9418104,2.0543678,2.6355226,1.6093439,2.1019278,2.0226848,2.0749443,1.7177821,1.376718,1.0345849,0.70351547,,0.96041733
320.0,,,23.417585,28.064978,14.667992,27.661186,26.995373,16.700283,13.916242,16.945337,16.949936,15.2747345,13.348296,14.072417,10.778054,12.485367,12.529867,13.1494055,13.093394,9.867752,9.936203,9.846874,12.131764,10.698895,9.368509,9.371397,8.78834,7.1998553,7.64816,8.240832,7.6093283,7.688489,6.774165,7.262165,6.8354154,6.56589,6.408677,6.035157,4.383024,4.383024,4.9624634,4.358368,3.529584,3.529584,3.3781567,3.0192225,3.3079293,2.778904,2.1623423,1.5976793,2.0538197,2.595672,1.834691,2.115989,2.0069034,2.0835428,1.7166698,1.3760582,1.0265576,0.70351547,,0.9713858
330.0,,,23.173037,28.649096,15.075005,27.672777,27.000036,16.703114,13.902425,16.85129,16.674273,15.306668,13.349707,13.912949,10.777702,12.689853,12.529867,13.1494055,13.020278,9.962344,9.936203,9.923524,12.103862,10.5793915,9.331645,9.382782,8.852684,7.1998553,7.738822,8.335779,7.602397,7.688489,6.81516,7.262165,6.8378916,6.5504093,6.4095335,6.018985,4.383024,4.383024,4.942228,4.330218,3.529584,3.529584,3.3755443,3.0128527,3.2725587,2.9731648,1.8400052,1.5976928,2.0839593,2.6112537,2.0235898,2.1159227,1.9932758,2.082348,1.7176365,1.3784333,1.0315983,0.68732977,,0.8864885
340.0,,,23.206408,28.685492,15.263927,27.64945,26.742529,16.735237,13.885079,16.730309,16.342571,15.305933,13.372496,13.884148,10.802261,12.762742,12.591141,13.107541,13.045526,9.806291,9.800072,10.051366,12.212011,10.457155,9.386934,9.356147,8.854204,7.2004433,7.981869,8.331459,7.5559196,7.690248,6.7432585,7.262165,6.837441,6.513521,6.4094524,6.011491,4.383024,4.383024,4.8673906,4.3297195,3.529584,3.529584,3.3798528,3.0105047,3.2651327,3.0165787,1.7179005,1.6093439,2.0865588,2.6166744,2.115786,2.1121392,2.020565,2.0842342,1.7173342,1.3895844,1.0315983,0.6695838,,0.8880689
350.0,,,23.213966,28.460445,15.262529,27.354292,25.924072,16.821537,13.8806305,16.600422,16.07474,15.479189,13.406234,13.60638,10.827855,12.925519,12.644518,12.984425,13.045526,9.538457,9.659031,10.430489,12.305594,10.3537855,9.487389,9.316896,8.924646,7.199338,8.1137905,8.430127,7.5366983,7.6914783,6.7785153,7.247809,6.81081,6.497787,6.4077754,6.012217,4.383024,4.383024,4.848501,4.355806,3.529584,3.529584,3.400555,3.0096269,3.236766,3.000514,1.6093439,1.6093439,2.0293546,2.6397064,2.150949,2.1329868,2.0161293,2.0838346,1.6870219,1.4063272,1.03441,0.67009246,,0.8985005
360.0,,,23.494802,28.095879,14.764975,27.832615,25.254633,16.902315,13.865856,16.478886,15.863119,15.545433,13.440662,13.60638,11.290757,13.156327,12.703267,12.883523,13.1368265,9.443002,9.673858,10.151146,12.504599,10.3537855,9.4641285,9.324384,8.952415,7.197821,8.118567,8.424841,7.5239925,7.686638,6.7785153,7.235541,6.801899,6.497787,6.409356,6.012614,4.383024,4.383024,4.852268,4.360163,3.529584,3.529584,3.408185,3.0112913,3.2635057,3.000514,1.6093439,1.6093439,1.9112146,2.6111438,2.1660898,2.1564443,2.0368845,2.0825298,1.6600763,1.398768,1.029998,0.673672,,0.92789376
370.0,,,23.720495,27.838547,14.742125,27.832615,24.449593,16.8019,13.851707,16.467836,15.719342,15.662241,13.474458,13.350278,11.036794,13.231624,12.686206,12.799091,13.1368265,9.329505,9.626232,10.225241,12.650493,10.224558,9.483307,9.311308,9.007564,7.257533,8.206402,8.456216,7.522844,7.655262,6.7746215,7.2316847,6.8048944,6.5013947,6.408899,6.0125866,4.383024,4.383024,4.857701,4.391019,3.529584,3.529584,3.4225042,3.012245,3.2876954,3.0164266,1.6093439,1.6093439,1.7534932,2.584619,2.1637673,2.1933792,2.069916,2.0626092,1.6545892,1.398768,1.0465212,0.6731767,,0.89794207
380.0,,,24.059334,27.912096,14.822365,27.710842,24.395262,17.007673,13.833154,16.336914,15.567207,15.706861,13.517265,13.515487,10.622272,13.587882,12.624291,12.736722,13.191978,9.263294,9.544791,10.237953,12.7711,9.98172,9.565147,9.302063,9.012251,7.592798,8.193392,8.450916,7.5207214,7.65601,6.7450385,7.2316847,6.80468,6.49649,6.4085217,6.0124593,4.383024,4.383024,4.918911,4.4294753,3.529584,3.529584,3.4195623,3.0117266,3.228093,2.9925041,1.6093439,1.6093439,1.6523756,2.5593908,2.1675658,2.122151,2.0780842,2.0342224,1.6245425,1.2923878,0.99700916,0.67354786,,0.93920445
390.0,,,24.591259,27.986206,15.046127,27.39817,23.667692,16.994179,13.824537,16.076532,15.419185,15.794767,13.620828,13.35029,10.890341,13.755089,12.64455,12.758228,13.184134,9.174242,9.557096,10.047405,12.969734,9.901105,9.645907,9.302761,9.04194,7.718673,8.1684475,8.453591,7.5018196,7.6778626,6.7460523,7.2316847,6.8070445,6.4777017,6.405214,6.012485,4.383024,4.403103,4.9440536,4.485526,3.529584,3.529584,3.436234,3.0145342,3.1823633,3.0182917,1.6093439,1.6093439,1.611884,2.5345852,2.0828178,2.0681133,2.0577178,2.0224655,1.6251936,1.2635816,0.9740572,0.6821076,,0.97426337
400.0,,39.39288,25.619349,28.131163,14.993281,27.340055,23.550268,16.994179,13.823904,15.965248,15.193056,15.8481045,13.620828,13.469064,10.890341,13.755089,12.66408,12.820853,13.227886,9.165696,9.25175,10.091844,13.046045,9.905694,9.607052,9.286434,9.04194,7.843748,8.128491,8.313335,7.5256796,7.6585665,6.743986,7.2316847,6.8067904,6.4695253,6.389681,6.0124817,4.383024,4.397602,4.979432,4.515697,3.529584,3.529584,3.4395697,3.0056777,3.1468902,3.0016515,1.6675493,1.6433308,1.6093439,2.5263767,1.9141215,2.0665772,2.0247486,1.989783,1.6251936,1.2494856,1.0204113,0.68321943,,0.9591241
410.0,,39.227177,26.339617,28.465544,14.855894,27.280691,23.133131,16.675934,13.814309,16.01022,14.921472,15.937013,13.682626,13.12114,11.159797,13.777337,12.597788,12.887877,13.216692,9.165696,9.081514,10.017206,13.184025,9.836697,9.703506,9.285699,9.097633,7.970653,8.12793,8.255726,7.5013533,7.65796,6.7275543,7.2316847,6.8030143,6.4608493,6.379527,6.0124855,4.383024,4.383024,4.9943852,4.5627546,3.529584,3.529584,3.6674752,3.0154157,3.1572206,3.0042062,1.8129523,1.6754102,1.6093439,2.510916,1.7253988,2.0665083,2.0174823,1.989783,1.6251936,1.2494856,1.0388463,0.68321943,,0.96400344
