dist_from_right_m,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
810.0,,38.629284,28.458214,21.207417,18.328238,27.54015,18.534931,16.025915,13.990296,13.680262,15.825934,16.368938,14.061841,16.002724,11.04102,12.266473,14.52128,12.0712805,11.67554,10.271821,9.0976515,8.616775,11.943099,10.084115,9.042205,8.326609,8.02814,7.928648,7.3322196,7.567838,7.6446586,7.5239754,6.138276,6.2703586,6.655512,6.713525,5.3700414,5.9552546,4.7260036,4.2306905,4.3814883,3.8354406,3.653181,3.529584,3.2558038,3.0419042,2.567066,3.0113466,2.669147,2.1306663,1.6622897,1.6093439,1.6093439,1.591426,1.9679759,1.638201,1.237101,0.9610098,0.69302,0.8697407,0.6730323,0.8724431
820.0,,38.38642,27.47014,20.957312,18.550798,26.83957,19.124556,16.098667,13.990296,13.582894,16.000349,16.51252,14.274907,16.210793,11.041902,12.290685,14.643239,12.698931,11.561203,10.391588,9.1017,8.616775,11.893713,10.049564,9.021536,8.232368,8.062094,7.9107323,7.3280053,7.535314,7.659098,7.529948,6.1604986,6.254715,6.638192,6.713525,5.3431168,5.9313207,4.7047663,4.2328186,4.382245,3.8655574,3.6513205,3.529584,3.2566664,3.0419042,2.682491,3.0114534,2.695763,2.1735137,1.6944622,1.6093439,1.6093439,1.6179965,1.9048613,1.4943177,1.2079811,0.9368384,0.99684435,0.87832963,0.6714699,0.8687283
830.0,,38.38642,27.454708,20.795198,18.550798,26.592548,18.903927,16.154905,13.990296,13.353082,16.183037,16.572176,14.846454,16.39845,11.048929,12.268232,14.767501,12.903994,11.502261,10.545654,9.112112,8.616775,11.650264,10.002852,9.073203,8.228452,8.105818,7.916219,7.32543,7.535314,7.659508,7.5367436,6.1656346,6.2587767,6.626657,6.71355,5.4559,5.9199753,4.679337,4.2340474,4.3792186,3.8654287,3.6526215,3.534306,3.2409654,3.0419042,2.7992663,3.0120053,2.7151027,2.2042139,1.6857308,1.6093439,1.6093439,1.6179965,1.9058928,1.4943177,1.2098141,0.9256747,0.8804051,0.88040805,0.67609966,0.87260425
840.0,,38.132153,26.616486,20.807356,18.234226,26.195784,18.671312,16.200748,13.990296,13.276673,16.547403,16.354155,15.060255,16.40029,11.054944,12.233669,14.890461,13.071272,11.563747,10.741227,9.122799,8.616775,11.700037,9.840313,8.988441,8.150601,8.111362,7.8715343,7.32412,7.5656953,7.6579685,7.473224,6.17192,6.2412496,6.603971,6.725771,5.5783362,5.9036093,4.6766677,4.225248,4.378399,3.8813248,3.6526215,3.5534508,3.2213857,3.0419042,2.7992663,3.0107758,2.755622,2.20822,1.7113726,1.6093439,1.6093439,1.6232135,1.8786142,1.2002659,1.189453,0.9053728,0.7753326,0.88358957,0.6825167,0.96556455
850.0,,38.024086,27.241941,20.7124,17.8503,26.273111,18.807398,16.200748,13.990296,13.213875,16.838156,16.376324,15.080913,16.065166,11.064408,11.891801,15.166697,13.220015,11.5015745,10.919357,9.12631,8.616775,11.779931,9.720054,8.914961,8.170028,8.166849,7.853026,7.1953616,7.567478,7.6579685,7.504674,6.2030187,6.352785,6.571567,6.739953,5.7786345,5.901526,4.6703157,4.2014337,4.367241,3.9108584,3.6836298,3.5551834,3.2446115,3.0428486,2.883868,2.9780743,2.76546,2.1852434,1.7295287,1.6093439,1.6093439,1.6227301,1.8809899,1.0864073,1.1789198,0.9053728,0.781104,0.88568836,0.69183254,1.1394254
860.0,,37.788387,28.094883,20.536327,17.330097,26.74856,18.424324,16.254604,13.990296,13.162496,17.104107,16.504486,15.080913,15.870276,11.078649,11.32145,15.206137,13.384634,11.554127,11.078993,9.137291,8.616775,11.774066,9.530593,8.958748,8.119251,8.192365,7.834469,7.1984997,7.6164885,7.658421,7.4168177,6.2197433,6.341733,6.5111184,6.7440596,5.8545504,5.887627,4.6521244,4.2236524,4.352567,3.9279952,3.681984,3.582723,3.2467713,3.033952,2.990903,2.9780743,2.7965531,2.2142327,1.7216295,1.6093439,1.6093439,1.6233776,1.8288773,1.1112348,1.1659957,0.8884519,0.78702617,0.8855511,0.6938472,1.0881797
870.0,,37.71853,28.048925,20.520393,17.330097,26.787565,18.406378,16.38381,14.045167,13.162496,17.46687,15.945596,15.032615,15.870276,11.078778,10.614093,15.206137,13.515874,11.409713,11.231881,9.144043,8.616775,11.746599,9.398921,8.850499,8.128189,8.24716,7.8353515,7.198864,7.617506,7.658455,7.2930098,6.2172713,6.464528,6.4697394,6.742128,5.9091306,5.8900733,4.640578,4.2308354,4.3526754,3.9257677,3.681984,3.591353,3.246706,3.0131826,2.9908578,2.9801257,2.7965307,2.2233145,1.7235368,1.6093439,1.6093439,1.6236225,1.8113616,1.1028427,1.1506878,0.87687576,0.7916849,0.88642144,0.7004954,0.8930027
880.0,,37.650303,28.601955,20.381033,16.798532,26.11328,18.34476,16.393345,14.045167,13.175167,17.591282,15.856402,14.92691,15.112248,11.0858755,10.558461,15.233919,13.515874,11.393323,11.197941,9.144043,8.616775,11.419992,9.34952,8.741139,8.119935,8.24716,7.841525,7.1989193,7.6682506,7.65318,7.2930098,6.220118,6.4615364,6.4477916,6.7431107,5.993392,5.89214,4.6392612,4.2308354,4.3531446,3.9280953,3.681998,3.5627394,3.2305827,3.0164232,2.9908578,2.9818387,2.8198748,2.22083,1.7186604,1.6093439,1.6093439,1.6241158,1.787704,1.0624237,1.1364442,0.8740434,0.7986726,0.88721234,0.7013988,1.6283289
890.0,,37.718758,28.143541,20.229359,16.673725,25.225975,18.830256,16.48659,14.512704,13.195803,17.425493,15.856402,14.862682,15.421153,11.089901,10.565611,15.281239,13.57248,11.474792,11.197941,9.15619,8.616775,11.109218,9.222723,8.659078,8.117082,8.334137,7.814599,7.1987247,7.7119203,7.618578,7.247831,6.221933,6.4489226,6.438479,6.742394,6.0346947,5.8901105,4.6083302,4.230845,4.3348007,3.9011776,3.6821587,3.586245,3.2241054,3.024372,3.0317132,2.9779835,2.8310897,2.2140384,1.72236,1.6093439,1.6093439,1.624279,1.7848345,1.0624237,1.1385912,0.86794174,0.7986726,0.88828915,0.69936204,1.9176792
900.0,,37.85628,27.9816,20.116972,16.578207,25.225975,18.830256,16.811731,14.491544,13.198794,17.321163,15.431747,15.101347,14.697497,11.093695,10.583985,15.485988,13.692461,11.400327,11.148372,9.173485,8.616775,10.983092,9.222723,8.60601,8.117082,8.4761715,7.837182,7.1991453,7.7196527,7.590457,7.2479568,6.243374,6.5184484,6.4428062,6.7406826,6.1345696,5.857884,4.6083302,4.2292266,4.320976,3.8953443,3.6814213,3.6084983,3.2247777,3.0419042,3.045698,2.9376888,2.8438296,2.1889114,1.7378371,1.6093439,1.6093439,1.6288038,1.8001817,1.1101764,1.1409978,0.86201835,0.8195905,0.89608413,0.67632216,1.0700727
910.0,46.917633,37.8057,28.347286,20.095488,16.62804,24.646206,19.71506,17.111282,14.623665,13.184743,16.939793,15.367774,15.43751,14.678497,11.101475,10.58555,15.390444,13.789012,11.400327,11.201527,9.172375,8.616775,10.888103,9.063719,8.560708,8.119712,8.57139,7.787605,7.1993914,7.7880845,7.59052,7.245764,6.243374,6.3279696,6.4804354,6.7697115,6.2389727,5.8599114,4.6067934,4.2292266,4.3221154,3.8953443,3.6814213,3.6209047,3.2251139,3.0419042,3.0183427,2.918143,2.8766694,2.1889114,1.736677,1.6093439,1.6093439,1.6191019,1.802069,1.105227,1.1164563,0.8480716,0.87523204,0.9087564,0.67058676,0.8971857
920.0,47.0377,37.92156,28.25499,20.095488,16.966936,24.759443,19.586067,16.609148,14.743519,12.973104,16.579563,15.2809105,15.754999,14.588535,11.101475,10.58912,15.487854,13.911419,11.368238,11.145163,9.190667,8.616775,10.7912035,8.930576,8.558455,8.119712,8.603146,7.784984,7.2008123,7.7880845,7.561325,7.26237,6.2568636,6.3789396,6.5223293,6.7747126,6.257242,5.8601556,4.5771327,4.2319155,4.32224,3.8953443,3.714019,3.6342804,3.2055774,3.0419042,2.9452624,2.9185245,2.8893359,2.200211,1.7297184,1.6093439,1.6093439,1.5915157,1.8018874,1.120027,1.1082888,0.8370691,0.80828696,0.83623517,0.67058676,0.8756324
930.0,47.138584,38.206966,29.058983,19.957401,18.417873,25.023285,19.417278,15.898756,14.779604,12.647528,16.470402,14.864156,16.101267,14.808559,11.105623,10.606063,15.327002,14.055196,11.376122,11.124001,9.200804,8.634859,10.540898,8.830313,8.563122,8.174483,8.602217,7.7946105,7.184216,7.869214,7.5317826,7.25959,6.2564898,6.2901697,6.537871,6.774524,6.259712,5.860122,4.5771275,4.227015,4.3229136,3.8953443,3.712486,3.6821935,3.192404,3.0419042,2.9465904,2.9145012,2.9083037,2.1807857,1.7284131,1.6093439,1.6093439,1.5893865,1.7794029,1.1339706,1.1074734,0.8282299,0.8137442,0.78342676,0.7639068,0.88932467
940.0,47.23041,38.206966,29.088085,19.878424,18.701912,24.647161,18.851954,15.491124,14.700946,12.665434,16.243788,14.1739435,16.536373,15.220439,11.119709,10.621206,14.970261,14.282988,11.439566,11.095305,9.200804,8.795346,10.482124,8.686742,8.547697,8.390217,8.6215515,7.8108077,7.168112,7.8969426,7.5331717,7.2432394,6.2573457,6.2799773,6.589702,6.7727323,6.2743993,5.8607445,4.563158,4.255904,4.3034225,3.8953443,3.7119877,3.6821935,3.19355,3.0419042,2.8459315,2.9156115,2.9190485,2.151757,1.7121464,1.6093439,1.6093439,1.5948241,1.7754699,1.1652424,1.1079996,0.82338923,0.8149996,0.7665082,0.81031895,1.7311416
950.0,47.170265,38.401165,29.661,19.977007,18.646692,25.3381,18.475592,15.491124,14.751098,12.670524,16.211752,14.086214,17.062918,15.455101,11.121529,10.621206,14.527024,14.338672,11.501637,11.144528,9.213325,9.185233,10.460108,8.593065,8.532326,8.594128,8.657553,7.8318024,7.1688957,7.9465766,7.4784365,7.214445,6.2541595,6.288133,6.5843368,6.7743244,6.2775307,5.861036,4.548504,4.2616854,4.2884603,3.8953443,3.7193422,3.7155788,3.1942647,3.0419042,2.7630122,2.8855484,2.9323716,2.1160216,1.7156811,1.6093439,1.6093439,1.5946604,1.7553598,1.313501,1.0977083,0.8195802,0.8185601,0.7689497,0.8447677,1.9524379
960.0,47.27568,38.671402,29.897192,19.930779,18.45459,25.474371,18.393263,15.451393,14.671215,12.676402,16.137066,14.29516,17.730585,15.9274235,11.128395,10.630598,14.956395,14.346898,11.554617,11.160773,9.223472,9.356876,10.5607,8.516573,8.523781,8.68551,8.694172,7.8422666,7.1688957,8.056862,7.4784365,7.212715,6.2540655,6.2770543,6.607187,6.7743244,6.251666,5.861263,4.5480995,4.26267,4.2915993,3.8953443,3.7469566,3.714607,3.1953027,3.0412815,2.5489209,2.8941352,2.9452827,1.9560778,1.7341349,1.6093439,1.6093439,1.5945878,1.7447135,1.2364719,1.0789416,0.81212515,0.82435185,0.7689497,0.74271995,1.4510927
970.0,47.35366,38.86708,29.769335,19.882475,18.698565,25.70149,17.980247,15.464904,14.543454,12.669086,16.215342,14.866967,18.561537,16.165648,11.1378565,10.64343,14.467404,14.346898,11.723258,11.152175,9.238266,9.088476,10.74301,8.394255,8.558591,8.766696,8.694172,7.8337307,7.1688957,8.109012,7.451143,7.1899786,6.2327056,6.3042655,6.655618,6.7987432,6.181987,5.8614783,4.5378065,4.240425,4.2924547,3.8953443,3.742793,3.7957315,3.1955352,3.036412,2.5159883,2.9103155,2.9639273,1.8934715,1.7425023,1.6093439,1.6093439,1.5948654,1.7468592,1.2422088,1.075784,0.80223775,0.82435185,0.76859546,0.83872294,1.1532459
980.0,47.55771,39.22659,29.707104,20.042658,19.092154,25.190126,18.058773,15.632239,14.56878,12.662489,16.153107,15.322883,19.45217,16.555967,11.142856,10.666663,13.980084,14.304203,11.673031,11.073564,9.263996,8.794678,10.673427,8.296656,8.55795,8.893648,8.729267,7.8337307,7.1688957,8.159937,7.450889,7.106034,6.22761,6.2780523,6.6806655,6.8023314,6.1331677,5.856029,4.519489,4.2450347,4.2931776,3.9133923,3.7430024,3.8345168,3.163824,3.0419042,2.5150301,2.9199312,2.986983,1.6324527,1.789271,1.6093439,1.6093439,1.5952313,1.7378342,1.1937045,1.075784,0.7983805,0.82373416,0.7666265,0.8455414,0.4627867
990.0,47.720383,39.341465,29.382656,20.31215,18.946318,26.170801,18.255514,15.5701685,14.511666,12.669713,16.152273,15.322883,19.776693,16.699331,11.142601,10.673256,13.574827,14.267662,11.742653,11.064886,9.298079,8.908957,10.736933,8.296656,8.523078,8.995946,8.775081,7.837316,7.1688957,8.202683,7.3928523,7.106034,6.252613,6.2859063,6.719047,6.80419,6.082423,5.827259,4.513749,4.2450347,4.2773347,3.9271362,3.7420075,3.8421228,3.163824,3.0419042,2.513617,2.9207168,3.0081768,1.5826194,1.8071539,1.6093439,1.6093439,1.5923047,1.7211823,1.1363442,1.0854261,0.7911878,0.8238131,0.76764524,0.8715962,
1000.0,48.0028,39.600666,29.063076,20.322031,18.412416,26.822214,18.695787,15.389423,14.527645,12.676837,15.98649,15.819786,19.927023,16.79598,11.149122,10.682101,13.209743,14.461317,11.622454,11.064886,9.381314,8.936224,10.783051,8.296656,8.546999,9.105361,8.878347,7.841682,7.1688957,8.26436,7.3942876,7.083739,6.224761,6.268082,6.737923,6.866442,6.02206,5.8295026,4.4908357,4.2288733,4.2600985,3.9234412,3.7535517,3.8623435,3.163824,3.037959,2.5682924,2.9313872,3.037677,1.4837915,1.7900653,1.6093439,1.6093439,1.5708668,1.7168827,1.1393262,1.1013771,0.7856585,0.8303897,0.77138346,0.8702866,0.3785019
1010.0,48.221745,39.49567,28.644169,20.183617,18.913542,26.951181,19.090635,15.299348,14.544037,12.697716,15.848567,16.809881,19.958075,16.80431,11.164619,10.6912775,13.179575,14.515548,11.52881,10.885209,9.336769,8.965895,10.851866,8.296656,8.524654,9.207317,8.878347,7.841682,7.1688957,8.296245,7.3607492,7.07503,6.2810736,6.254796,6.7453413,6.9025846,5.9531746,5.827045,4.4920464,4.2314453,4.2601895,3.9256864,3.775815,3.868328,3.163824,3.0216813,2.8903327,2.9048212,3.0493293,1.4756001,1.8005593,1.6093439,1.6093439,1.5619395,1.7206739,1.1674175,1.1047518,0.77911144,0.8345173,0.77376044,0.86517054,0.8974536
1020.0,48.459103,39.747765,28.962717,19.978888,18.441208,26.330051,19.682497,15.312374,14.633161,12.701091,15.9006,17.195173,20.022556,16.226551,11.164215,10.696071,13.193917,14.685833,11.582677,10.70709,9.296749,8.977059,10.974762,8.296656,8.52551,9.311103,8.883474,7.8412986,7.1688957,8.262464,7.3372493,7.035131,6.3609624,6.270563,6.766294,7.037825,5.875583,5.837123,4.487658,4.232637,4.261063,3.923147,3.7760794,3.868328,3.163824,3.0180798,3.0510333,2.888415,3.0623066,1.4600607,1.8095496,1.6093439,1.6093439,1.5641694,1.7184234,1.1424985,1.1047488,0.77091247,0.8375516,0.77711976,0.85545987,1.4785296
1030.0,48.565487,39.57639,28.53587,19.736221,16.98877,26.116245,19.678839,15.312374,14.648754,12.706713,15.873461,17.412714,19.875692,15.796559,11.164215,10.707807,13.5610075,14.945202,11.539795,10.5839205,9.360738,8.990424,11.489997,8.296656,8.506675,9.311103,8.9658575,7.822083,7.1688957,8.194733,7.3035955,7.0671244,6.483067,6.255325,6.778431,7.209788,5.8138847,5.862247,4.4688168,4.207811,4.2611327,3.946161,3.7720444,3.8954847,3.163824,3.011424,3.0510333,2.886787,3.0869637,1.3819455,1.8191878,1.6093439,1.6093439,1.5648112,1.6964736,1.1463667,1.106616,0.76208586,0.84790224,0.7777587,0.87207067,1.6352814
1040.0,48.64267,39.361454,28.89776,19.514023,15.820882,26.116245,19.678839,15.316629,14.767637,12.708349,15.879816,17.124205,19.298424,15.091336,11.172939,10.729128,14.094416,15.204496,11.589993,10.425456,9.357358,9.009788,11.725639,8.296656,8.523748,9.40904,9.022785,7.8085,7.17037,8.148335,7.2685437,7.008099,6.6286573,6.2562065,6.7478323,7.209788,5.8032813,5.8737807,4.4895215,4.2329526,4.263219,3.9594104,3.7874262,3.8941557,3.1609108,3.011424,3.0569103,2.8871846,3.0845525,1.4148394,1.8114092,1.6093439,1.6093439,1.5646913,1.6892105,1.1356144,1.109568,0.7519557,0.9580417,0.7716571,0.84711725,1.8169783
1050.0,48.640217,39.525806,28.834524,19.202877,14.95928,24.880007,19.554773,15.334881,14.890942,12.725181,15.897104,17.20281,18.553745,14.756897,11.172512,10.737943,14.803972,15.312052,11.547722,10.54707,9.38201,9.020635,11.920359,8.296656,8.509467,9.575919,9.062052,7.8080196,7.192297,8.1195965,7.2483954,6.964635,6.7290936,6.2610936,6.685285,7.2731533,5.842135,5.853052,4.4873476,4.2349567,4.254868,3.9547582,3.8039043,3.9042249,3.1480722,3.011424,3.0806143,2.8662553,3.0902102,1.4007004,1.8310014,1.6093439,1.6093439,1.5643194,1.6809891,1.1392678,1.0866911,0.74866587,1.0304499,0.7851511,0.84021837,1.6578692
1060.0,48.640217,39.29368,29.060007,18.895687,15.052895,23.86033,19.57726,15.40421,14.890942,12.736268,15.87393,17.316362,18.346333,14.269686,11.175923,10.748462,15.558906,15.189086,11.526285,10.750682,9.361732,9.031341,12.043782,8.296656,8.494543,9.539173,9.05874,7.807911,7.2422876,8.119386,7.1999907,6.9421973,6.7591877,6.2534113,6.606814,7.432642,5.8679867,5.8352685,4.470043,4.2178383,4.2370024,3.9479625,3.8039043,3.9280612,3.1311357,3.011424,3.0929418,2.878032,3.0643723,1.420986,1.8310857,1.6093439,1.6093439,1.564649,1.6679496,1.1321738,1.1119125,0.74632907,1.0521674,0.90438676,0.8687388,1.4621265
1070.0,48.74948,39.03335,29.603289,18.752338,14.713275,23.361338,19.63852,15.544457,14.990974,12.746879,15.869908,16.190678,17.756054,14.100701,11.181822,10.762404,16.777586,14.816746,11.510564,10.90833,9.383558,9.051699,12.0578,8.296656,8.542988,9.686479,9.09074,7.808093,7.2680984,8.115063,7.1705985,6.9732914,6.7943435,6.2532325,6.606814,7.4388614,5.9521813,5.8366513,4.468716,4.197326,4.252184,3.9502683,3.8039043,3.9263859,3.1331358,3.011424,3.0601962,2.8305132,3.0665843,1.5400196,1.8300608,1.6093439,1.6093439,1.5619369,1.6541625,1.1305991,1.1356235,0.74528867,1.0136027,0.8692767,0.88391036,1.2568679
1080.0,48.66258,38.664646,29.582354,18.660837,14.565301,23.292923,19.774242,15.973984,15.09194,12.746879,15.869908,16.190678,17.204313,13.775734,11.183855,10.77618,16.527159,14.280908,11.482079,10.992503,9.369824,9.069218,11.666474,8.296656,8.560398,9.65228,9.086058,7.808598,7.283572,8.070298,7.144926,6.9108715,6.820767,6.255816,6.5564837,7.4594836,5.9926662,5.8306217,4.4660654,4.1994715,4.2443957,3.9350338,3.8039043,3.9085352,3.133305,3.011424,3.0981257,2.8407443,3.0393686,1.5989811,1.8278714,1.6094614,1.6093439,1.5906764,1.6551516,1.1113987,1.1363739,0.74041337,0.83209866,1.4905955,0.8843098,0.4459396
1090.0,48.935913,38.297836,29.343134,18.712736,14.563509,23.568151,19.94788,16.010727,15.307755,12.758353,15.927471,16.75763,16.79809,13.626124,11.192727,10.781818,15.262736,13.709227,11.569203,10.992503,9.331335,9.090836,11.6382,8.296656,8.548079,9.84977,9.07495,7.7987537,7.290741,8.020406,7.177839,6.874847,6.8370495,6.2569923,6.4758906,7.408846,6.039661,5.8074455,4.465282,4.1817346,4.2309604,3.950953,3.8325083,3.8972063,3.1334062,3.011424,3.1050322,2.8411732,3.0156436,1.662491,1.8272725,1.6099025,1.6619031,1.5906764,1.6465898,1.1089135,1.1410855,0.7328098,0.8244881,1.7871572,0.8783633,0.41880822
1100.0,48.945576,38.258396,28.30019,19.208519,14.563587,23.551373,19.956408,15.873543,14.939091,12.765199,15.982919,17.055779,16.56733,13.290235,11.198247,10.798286,14.247587,13.418199,11.548557,11.025588,9.320829,9.098124,11.66317,8.296656,8.523601,10.091869,9.05621,7.7767005,7.3072085,7.935778,7.2074375,6.8609395,6.845472,6.239206,6.426138,7.3600917,6.0921164,5.7992783,4.465282,4.1794295,4.2326956,3.9478188,3.8356943,3.8881967,3.1343331,3.011424,3.0934868,2.8411732,3.0104396,1.8028111,1.8292141,1.6097994,2.1879108,1.5954491,1.6512927,1.0739338,1.1280621,0.7215955,0.82631844,1.9641072,0.87231946,0.4175776
1110.0,49.051224,38.359154,27.23461,19.54079,14.563509,24.274458,20.09772,15.598096,15.010334,12.779917,15.916014,16.23332,16.12124,13.290235,11.206284,10.803644,13.249783,13.496825,11.580338,10.987814,9.326606,9.089726,11.69284,8.296656,8.518983,10.107375,9.078935,7.7792745,7.3430753,7.817336,7.2722163,6.77419,6.868175,6.211389,6.2893505,7.3224688,6.1973968,5.791147,4.45994,4.18216,4.204879,3.9560595,3.8343527,3.8972595,3.134246,3.011424,3.0397868,2.8568347,2.995588,1.9424474,1.8304361,1.6097208,2.3220036,1.6142946,1.6360894,1.0759903,1.1404836,0.6964496,0.8282922,0.8549224,0.87231946,0.41757601
1120.0,49.127514,38.44237,26.391771,19.553137,14.563509,25.132797,20.086863,15.598096,14.783275,12.779917,15.863253,16.013342,15.919725,13.071653,11.212109,10.803644,13.38379,13.6818,11.512424,10.903216,9.325853,9.1218605,11.669564,8.296656,8.504232,10.304364,9.057239,7.772697,7.3516507,7.670963,7.324905,6.721111,6.9222884,6.212028,6.2289557,7.1664157,6.2944107,5.677992,4.432015,4.160826,4.1981754,3.932859,3.8343527,3.8903062,3.1250243,3.011424,3.0671759,2.8614483,2.978378,1.9473797,1.8335042,1.61664,2.3532503,1.6263577,1.620894,1.0766426,1.1200868,0.7025288,0.82427377,0.8706023,0.90473694,0.4788827
1130.0,49.09453,38.602394,26.779404,19.403563,14.563509,25.043665,20.131426,15.150427,14.82546,12.7925,15.737837,15.617743,15.78504,13.071653,11.213489,10.8216095,11.867873,13.892175,11.566037,10.912431,9.341749,9.110308,11.383525,8.455257,8.487219,10.113311,9.059897,7.742289,7.3737946,7.5756283,7.3951645,6.7119126,6.952809,6.171448,6.2289557,7.089486,6.3533816,5.6546288,4.45054,4.160826,4.199831,3.9524672,3.8295689,3.871183,3.102864,3.011424,3.1059816,2.8575158,2.9817939,2.0582013,1.8396838,1.641294,2.3322446,1.6207905,1.5998284,1.0766397,1.107088,0.7025288,0.83380836,0.89632803,0.86405396,0.50729185
1140.0,49.280983,38.527885,26.779404,19.128553,14.563509,26.100433,20.030632,14.986581,14.987122,12.811813,15.617747,14.657937,15.6424885,12.823272,11.225594,10.836802,11.867873,14.101634,11.518243,10.964432,9.350379,9.09682,11.381687,8.558413,8.488971,10.186922,9.058742,7.742289,7.401373,7.5185184,7.493861,6.7119126,6.9711385,6.1687665,6.2058787,6.952314,6.343295,5.6317077,4.465465,4.1597066,4.1874027,3.935941,3.8536637,3.8645096,3.102864,3.011424,3.2869577,2.8261263,2.9729807,2.129793,1.8301204,1.6420168,2.28558,1.6515876,1.5928774,1.0762913,1.0827119,0.7637944,0.81896687,1.0881797,0.76534647,0.5193108
1150.0,49.315956,38.527885,26.424244,18.836205,14.563509,26.81805,20.030632,14.98481,15.080152,12.828633,15.598912,14.54196,15.6424885,12.567896,11.233241,10.850885,10.99422,14.101634,11.138943,11.0615635,9.350379,9.133385,11.33994,8.672806,8.490263,9.992261,9.059194,7.7480164,7.4174614,7.5166245,7.5708594,6.714724,6.962056,6.1338606,6.1988754,6.7858105,6.2900014,5.544035,4.4701467,4.147988,4.176664,3.9251819,3.8659034,3.8358765,3.102864,3.011424,3.3173497,2.8297966,2.957936,2.199448,1.8332027,1.6143548,2.2069948,1.6491224,1.5979544,1.07647,1.0754455,0.8327473,0.8141686,1.0881797,0.7495917,0.5333682
1160.0,49.546043,38.300568,25.576532,18.688667,14.81994,27.233028,19.921137,14.924092,15.102453,12.8336315,15.490682,14.40921,15.573836,12.31654,11.24084,10.857797,11.158751,14.316793,10.819785,11.0770445,9.365642,9.120109,11.276319,8.695694,8.490844,9.921357,9.057966,7.7480164,7.427907,7.4505644,7.6144924,6.7143416,6.915874,6.1169467,6.1985316,6.7967744,6.2691417,5.516103,4.50264,4.14971,4.193007,3.9279292,3.864814,3.8310091,3.102864,3.011424,3.478059,2.829103,2.9492953,2.2298489,1.8332027,1.6071472,2.1147075,1.646914,1.5851761,1.0764041,1.0803356,0.8135531,0.8141686,1.1586705,0.73713714,1.0443208
1170.0,49.527718,38.235077,24.714268,18.579115,15.237045,27.260578,19.771976,14.652878,14.972479,12.839046,15.429344,14.40921,15.575528,12.165528,11.253731,10.871502,11.40488,14.795299,10.294624,11.136292,9.478556,9.127547,11.29339,8.806464,8.488992,9.591209,9.057966,7.7480164,7.4271026,7.350991,7.638302,6.711789,6.9695687,6.1129637,6.1440554,6.7785125,6.2361245,5.4397483,4.5198307,4.1028094,4.1795382,3.92733,3.8633657,3.808349,3.102864,3.0002675,3.4965487,2.8343816,2.950514,2.2341046,1.8099055,1.6083515,2.0194097,1.6796805,1.5634507,1.0763644,1.0598667,0.93684345,0.7893096,1.1312191,0.7341213,0.9303784
1180.0,49.723328,37.92452,23.712095,18.37561,15.337704,27.430794,19.80017,14.62074,15.118586,12.845952,15.272063,13.6820965,15.574915,12.005734,11.258401,10.886382,11.304278,14.970404,10.0261345,11.087046,9.496768,9.143582,11.284443,8.978274,8.477493,9.59005,9.069123,7.7480164,7.459703,7.3451695,7.6464405,6.7148695,6.9567404,6.1070547,6.1366353,6.805634,6.0527864,5.3829865,4.5949607,4.054585,4.1676426,3.9218214,3.8674874,3.804554,3.0934134,2.9809442,3.5042846,2.8258698,2.9492157,2.3170598,1.8065104,1.6096805,1.711927,1.677631,1.5667623,1.0778263,1.0530373,0.8837953,0.7786455,1.0022343,0.7393402,0.80907255
1190.0,49.72566,37.80698,23.178017,18.364494,15.337704,27.510426,19.790564,14.609344,14.83608,12.857744,15.272063,13.553974,15.49455,11.879646,11.25583,10.88609,11.382823,15.006057,10.092723,11.087046,9.435233,9.154708,11.067383,9.014622,8.470901,9.449364,9.161959,7.7480164,7.4358635,7.246231,7.6439157,6.713494,6.9567404,6.1114187,6.1366353,6.7340097,5.9172807,5.367797,4.6118336,4.0387163,4.1714897,3.9004452,3.8831801,3.8033276,3.083589,2.9809442,3.5641122,2.8259842,2.9516172,2.338751,1.8345345,1.6117878,1.6280774,1.7087538,1.5669605,1.0778219,1.0514274,0.8277229,0.84031886,0.9349247,0.7451643,1.3169298
1200.0,49.74001,37.519608,22.195456,18.418669,15.272011,27.303324,19.494184,14.497265,13.8135,12.864253,15.146094,13.528003,15.442201,11.780518,11.258855,10.901161,11.403051,14.081426,9.9212885,11.014379,9.411406,9.168102,10.782833,9.162408,8.436724,9.592834,9.105687,7.7480164,7.431881,7.224028,7.6413693,6.7141953,6.930454,6.078506,6.1742477,6.719683,5.8399286,5.36676,4.6118336,4.0454664,4.166795,3.8936691,3.8917558,3.7832785,3.072384,2.9809442,3.6138065,2.826898,2.9500244,2.4317307,1.8462477,1.6150895,1.6148504,1.7109449,1.5286285,1.07749,1.0386856,0.47477433,0.8093136,0.90011823,0.74850583,1.2025872
