0,200,400,600,800,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200
41.0,70.0,142.0,243.0,316.0,379.0,490.0,541.0,606.0,698.0,771.0,862.0,931.0,1024.0,1119.0,1210.0,1295.0
40.0,95.0,151.0,239.0,298.0,359.0,431.0,472.0,519.0,578.0,630.0,692.0,751.0,816.0,894.0,957.0,1024.0
36.0,64.0,136.0,221.0,279.0,341.0,451.0,518.0,574.0,669.0,748.0,836.0,898.0,958.0,1024.0,1082.0,1146.0
24.0,46.0,107.0,182.0,230.0,286.0,383.0,446.0,515.0,599.0,661.0,713.0,757.0,807.0,860.0,917.0,995.0
38.0,73.0,149.0,227.0,289.0,352.0,442.0,507.0,580.0,676.0,732.0,798.0,844.0,900.0,957.0,1025.0,1091.0
24.0,55.0,107.0,183.0,237.0,289.0,405.0,472.0,535.0,620.0,696.0,797.0,867.0,940.0,1012.0,1078.0,1151.0
26.0,65.0,122.0,202.0,256.0,306.0,384.0,440.0,489.0,570.0,634.0,706.0,748.0,804.0,849.0,903.0,953.0
39.0,82.0,163.0,267.0,343.0,409.0,515.0,575.0,640.0,696.0,742.0,786.0,826.0,884.0,944.0,1011.0,1077.0
42.0,85.0,160.0,264.0,338.0,395.0,498.0,571.0,634.0,727.0,807.0,891.0,947.0,1008.0,1070.0,1141.0,1217.0
26.0,66.0,143.0,232.0,284.0,340.0,425.0,482.0,526.0,597.0,679.0,764.0,826.0,888.0,955.0,1007.0,1069.0
34.0,74.0,138.0,253.0,315.0,373.0,473.0,547.0,613.0,701.0,776.0,858.0,921.0,1001.0,1083.0,1156.0,1229.0
41.0,77.0,153.0,230.0,279.0,324.0,412.0,477.0,543.0,641.0,709.0,795.0,855.0,900.0,955.0,998.0,1067.0
32.0,69.0,138.0,249.0,338.0,432.0,554.0,612.0,676.0,756.0,826.0,911.0,976.0,1041.0,1108.0,1173.0,1243.0
23.0,51.0,128.0,214.0,263.0,304.0,380.0,434.0,482.0,556.0,619.0,707.0,768.0,835.0,933.0,1044.0,1129.0
28.0,67.0,131.0,238.0,302.0,372.0,487.0,554.0,611.0,697.0,753.0,824.0,876.0,937.0,995.0,1056.0,1120.0
27.0,58.0,109.0,191.0,258.0,306.0,382.0,420.0,444.0,494.0,542.0,620.0,675.0,734.0,809.0,867.0,930.0
52.0,95.0,162.0,247.0,302.0,366.0,481.0,550.0,615.0,687.0,763.0,862.0,932.0,1010.0,1078.0,1156.0,1235.0
29.0,68.0,116.0,203.0,268.0,335.0,424.0,486.0,543.0,637.0,715.0,788.0,844.0,911.0,984.0,1050.0,1133.0
40.0,88.0,157.0,251.0,323.0,373.0,472.0,540.0,605.0,679.0,728.0,794.0,851.0,910.0,987.0,1061.0,1145.0
32.0,83.0,145.0,239.0,290.0,335.0,407.0,454.0,517.0,606.0,683.0,763.0,818.0,886.0,981.0,1070.0,1125.0
22.0,76.0,124.0,195.0,238.0,280.0,363.0,418.0,479.0,555.0,618.0,709.0,767.0,829.0,894.0,966.0,1030.0
27.0,63.0,131.0,206.0,270.0,324.0,420.0,493.0,572.0,669.0,763.0,859.0,931.0,993.0,1056.0,1122.0,1199.0
34.0,73.0,147.0,245.0,327.0,400.0,500.0,557.0,637.0,730.0,807.0,895.0,958.0,1017.0,1099.0,1157.0,1219.0
45.0,98.0,163.0,244.0,297.0,356.0,448.0,500.0,552.0,617.0,684.0,768.0,831.0,902.0,993.0,1062.0,1136.0
41.0,77.0,158.0,246.0,309.0,368.0,493.0,556.0,619.0,684.0,736.0,781.0,829.0,906.0,991.0,1070.0,1121.0
33.0,71.0,145.0,232.0,297.0,347.0,440.0,494.0,551.0,626.0,698.0,788.0,847.0,913.0,982.0,1063.0,1147.0
73.0,142.0,258.0,387.0,452.0,520.0,635.0,693.0,776.0,877.0,939.0,1000.0,1049.0,1100.0,1157.0,1223.0,1274.0
44.0,99.0,178.0,239.0,285.0,330.0,413.0,463.0,518.0,614.0,699.0,789.0,842.0,911.0,994.0,1067.0,1136.0
33.0,60.0,118.0,208.0,263.0,312.0,413.0,468.0,535.0,627.0,692.0,750.0,805.0,862.0,923.0,1001.0,1076.0
35.0,89.0,157.0,253.0,326.0,383.0,467.0,509.0,562.0,629.0,671.0,742.0,810.0,885.0,981.0,1064.0,1139.0
25.0,54.0,118.0,176.0,220.0,261.0,356.0,402.0,448.0,503.0,560.0,616.0,660.0,717.0,789.0,840.0,903.0
29.0,67.0,137.0,242.0,311.0,378.0,456.0,500.0,557.0,623.0,671.0,720.0,758.0,816.0,876.0,943.0,1006.0
39.0,89.0,157.0,251.0,324.0,383.0,468.0,526.0,590.0,677.0,745.0,809.0,881.0,969.0,1062.0,1144.0,1209.0
31.0,66.0,142.0,252.0,330.0,403.0,504.0,582.0,652.0,734.0,815.0,899.0,967.0,1040.0,1104.0,1167.0,1218.0
37.0,78.0,145.0,249.0,310.0,370.0,471.0,529.0,582.0,655.0,700.0,782.0,842.0,934.0,1009.0,1076.0,1160.0
33.0,61.0,128.0,217.0,299.0,395.0,496.0,551.0,607.0,684.0,738.0,801.0,862.0,925.0,974.0,1031.0,1105.0
46.0,96.0,164.0,243.0,307.0,365.0,460.0,525.0,594.0,711.0,802.0,916.0,1003.0,1081.0,1149.0,1207.0,1268.0
27.0,55.0,108.0,175.0,228.0,274.0,355.0,405.0,461.0,543.0,614.0,702.0,757.0,834.0,915.0,989.0,1061.0
19.0,43.0,91.0,165.0,229.0,292.0,401.0,465.0,518.0,588.0,654.0,743.0,813.0,884.0,965.0,1028.0,1089.0
27.0,78.0,147.0,261.0,342.0,398.0,482.0,532.0,583.0,666.0,733.0,822.0,887.0,965.0,1045.0,1139.0,1210.0
11.0,31.0,100.0,173.0,224.0,263.0,352.0,409.0,469.0,543.0,606.0,686.0,748.0,840.0,940.0,1026.0,1103.0
26.0,63.0,135.0,238.0,314.0,391.0,499.0,555.0,618.0,702.0,775.0,848.0,901.0,963.0,1034.0,1100.0,1172.0
27.0,61.0,125.0,216.0,282.0,349.0,434.0,482.0,539.0,622.0,679.0,728.0,784.0,852.0,918.0,983.0,1048.0
32.0,62.0,120.0,199.0,245.0,294.0,388.0,442.0,499.0,572.0,634.0,687.0,727.0,778.0,842.0,918.0,994.0
42.0,85.0,139.0,229.0,292.0,342.0,434.0,488.0,539.0,617.0,676.0,749.0,797.0,854.0,942.0,1025.0,1103.0
43.0,77.0,135.0,201.0,263.0,334.0,436.0,505.0,571.0,666.0,752.0,848.0,928.0,1022.0,1111.0,1177.0,1247.0
42.0,97.0,168.0,275.0,344.0,405.0,482.0,530.0,578.0,665.0,743.0,832.0,896.0,967.0,1066.0,1152.0,1241.0
23.0,46.0,91.0,150.0,194.0,238.0,337.0,387.0,453.0,563.0,649.0,737.0,820.0,899.0,982.0,1057.0,1122.0
36.0,79.0,168.0,299.0,372.0,440.0,533.0,610.0,684.0,795.0,857.0,931.0,980.0,1051.0,1121.0,1181.0,1225.0
27.0,67.0,129.0,227.0,298.0,378.0,480.0,550.0,618.0,722.0,788.0,884.0,956.0,1031.0,1096.0,1159.0,1223.0
48.0,94.0,176.0,269.0,339.0,409.0,517.0,577.0,625.0,686.0,755.0,844.0,919.0,980.0,1080.0,1184.0,1293.0
39.0,89.0,168.0,275.0,340.0,399.0,510.0,566.0,636.0,730.0,790.0,878.0,940.0,1011.0,1096.0,1161.0,1220.0
25.0,65.0,127.0,242.0,339.0,421.0,523.0,582.0,642.0,720.0,777.0,857.0,907.0,983.0,1070.0,1149.0,1237.0
41.0,84.0,140.0,235.0,309.0,372.0,473.0,534.0,594.0,656.0,718.0,783.0,831.0,894.0,953.0,1023.0,1102.0
24.0,57.0,119.0,200.0,263.0,322.0,421.0,498.0,567.0,669.0,721.0,791.0,836.0,893.0,953.0,1041.0,1124.0
18.0,48.0,93.0,163.0,229.0,311.0,455.0,519.0,591.0,685.0,750.0,808.0,855.0,929.0,1008.0,1083.0,1150.0
38.0,84.0,161.0,284.0,358.0,416.0,496.0,553.0,604.0,672.0,727.0,802.0,854.0,916.0,1003.0,1077.0,1144.0
20.0,44.0,92.0,179.0,239.0,318.0,431.0,487.0,528.0,591.0,656.0,733.0,789.0,842.0,912.0,987.0,1060.0
27.0,65.0,128.0,222.0,282.0,327.0,393.0,432.0,466.0,524.0,584.0,646.0,703.0,761.0,827.0,904.0,995.0
46.0,90.0,172.0,263.0,313.0,369.0,468.0,520.0,572.0,634.0,696.0,788.0,848.0,908.0,993.0,1037.0,1080.0
39.0,84.0,158.0,271.0,344.0,405.0,499.0,557.0,620.0,713.0,797.0,880.0,940.0,1001.0,1056.0,1126.0,1206.0
34.0,71.0,133.0,213.0,257.0,301.0,395.0,465.0,548.0,618.0,663.0,715.0,768.0,857.0,940.0,999.0,1057.0
25.0,62.0,123.0,197.0,248.0,305.0,403.0,474.0,541.0,632.0,712.0,794.0,863.0,942.0,1015.0,1090.0,1160.0
29.0,72.0,149.0,249.0,347.0,416.0,516.0,585.0,672.0,771.0,849.0,942.0,1012.0,1084.0,1161.0,1234.0,1316.0
50.0,102.0,176.0,249.0,300.0,353.0,428.0,488.0,556.0,659.0,714.0,784.0,821.0,874.0,922.0,976.0,1041.0
43.0,75.0,142.0,212.0,274.0,329.0,430.0,515.0,579.0,648.0,704.0,790.0,850.0,924.0,997.0,1079.0,1148.0
22.0,41.0,96.0,167.0,240.0,302.0,417.0,491.0,550.0,636.0,693.0,767.0,819.0,883.0,947.0,1022.0,1087.0
26.0,70.0,130.0,215.0,282.0,341.0,440.0,504.0,570.0,658.0,728.0,796.0,847.0,910.0,993.0,1067.0,1129.0
31.0,69.0,132.0,215.0,284.0,358.0,455.0,523.0,576.0,647.0,701.0,766.0,828.0,896.0,963.0,1038.0,1107.0
23.0,61.0,128.0,213.0,289.0,355.0,451.0,518.0,580.0,664.0,720.0,796.0,850.0,899.0,966.0,1037.0,1094.0
25.0,57.0,122.0,199.0,264.0,327.0,406.0,456.0,516.0,581.0,640.0,704.0,755.0,815.0,875.0,937.0,1003.0
31.0,73.0,128.0,199.0,267.0,339.0,458.0,543.0,641.0,744.0,823.0,896.0,950.0,1011.0,1070.0,1153.0,1240.0
37.0,78.0,159.0,241.0,300.0,364.0,470.0,546.0,625.0,725.0,810.0,887.0,948.0,1013.0,1084.0,1138.0,1190.0
37.0,93.0,176.0,303.0,382.0,448.0,530.0,586.0,635.0,693.0,751.0,844.0,896.0,957.0,1025.0,1089.0,1162.0
26.0,67.0,109.0,185.0,233.0,292.0,381.0,436.0,486.0,557.0,614.0,694.0,749.0,831.0,907.0,980.0,1054.0
31.0,66.0,136.0,231.0,291.0,354.0,443.0,506.0,576.0,683.0,750.0,821.0,865.0,912.0,973.0,1036.0,1092.0
28.0,58.0,118.0,206.0,262.0,315.0,412.0,490.0,554.0,648.0,726.0,809.0,876.0,948.0,1038.0,1135.0,1212.0
32.0,78.0,153.0,249.0,319.0,398.0,528.0,605.0,667.0,744.0,823.0,905.0,969.0,1028.0,1093.0,1154.0,1225.0
29.0,61.0,124.0,189.0,246.0,303.0,395.0,438.0,491.0,558.0,633.0,713.0,792.0,855.0,923.0,976.0,1041.0
24.0,60.0,122.0,201.0,262.0,317.0,381.0,428.0,486.0,572.0,633.0,691.0,740.0,787.0,823.0,872.0,950.0
37.0,77.0,156.0,243.0,315.0,372.0,477.0,538.0,590.0,668.0,734.0,825.0,888.0,965.0,1020.0,1083.0,1144.0
30.0,63.0,118.0,198.0,258.0,321.0,426.0,497.0,557.0,633.0,687.0,760.0,801.0,873.0,954.0,1006.0,1061.0
32.0,63.0,118.0,203.0,253.0,306.0,388.0,459.0,534.0,612.0,687.0,770.0,834.0,914.0,983.0,1034.0,1086.0
38.0,81.0,165.0,282.0,372.0,458.0,593.0,687.0,773.0,887.0,977.0,1088.0,1165.0,1239.0,1310.0,1386.0,1446.0
33.0,81.0,155.0,254.0,333.0,389.0,477.0,534.0,579.0,647.0,715.0,777.0,835.0,909.0,991.0,1065.0,1132.0
