0,200,400,600,800,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200
1.0,5.0,6.0,11.0,12.0,15.0,25.0,35.0,42.0,51.0,58.0,65.0,71.0,78.0,84.0,92.0,103.0
2.0,3.0,9.0,18.0,23.0,27.0,39.0,49.0,57.0,66.0,76.0,83.0,90.0,97.0,102.0,109.0,120.0
2.0,6.0,12.0,17.0,17.0,21.0,31.0,41.0,44.0,54.0,56.0,63.0,72.0,78.0,84.0,95.0,110.0
3.0,4.0,7.0,12.0,15.0,19.0,27.0,36.0,41.0,47.0,56.0,61.0,67.0,70.0,75.0,83.0,93.0
1.0,3.0,9.0,17.0,22.0,26.0,39.0,47.0,54.0,61.0,63.0,67.0,69.0,78.0,86.0,96.0,107.0
1.0,5.0,9.0,14.0,19.0,25.0,40.0,51.0,60.0,74.0,78.0,84.0,93.0,101.0,111.0,124.0,137.0
1.0,4.0,9.0,17.0,21.0,24.0,34.0,44.0,52.0,63.0,66.0,72.0,79.0,88.0,91.0,103.0,119.0
1.0,3.0,12.0,17.0,18.0,21.0,32.0,42.0,52.0,61.0,67.0,70.0,76.0,83.0,86.0,93.0,104.0
0.0,3.0,6.0,13.0,18.0,25.0,35.0,44.0,50.0,52.0,55.0,61.0,69.0,77.0,83.0,88.0,98.0
4.0,7.0,19.0,32.0,38.0,41.0,49.0,58.0,62.0,74.0,84.0,87.0,91.0,91.0,96.0,105.0,119.0
6.0,9.0,13.0,18.0,20.0,25.0,35.0,44.0,50.0,57.0,66.0,74.0,81.0,88.0,91.0,99.0,112.0
3.0,4.0,9.0,15.0,19.0,23.0,32.0,42.0,48.0,57.0,59.0,68.0,78.0,87.0,95.0,103.0,111.0
0.0,2.0,6.0,11.0,14.0,18.0,26.0,40.0,50.0,60.0,65.0,80.0,89.0,96.0,101.0,116.0,130.0
0.0,1.0,4.0,6.0,8.0,11.0,14.0,24.0,35.0,44.0,52.0,57.0,67.0,79.0,91.0,105.0,122.0
2.0,5.0,15.0,20.0,23.0,31.0,46.0,54.0,61.0,68.0,73.0,75.0,80.0,84.0,88.0,98.0,109.0
1.0,5.0,15.0,19.0,20.0,27.0,35.0,46.0,52.0,59.0,60.0,63.0,69.0,81.0,88.0,99.0,111.0
0.0,1.0,8.0,12.0,13.0,17.0,25.0,36.0,41.0,43.0,44.0,49.0,53.0,59.0,66.0,76.0,87.0
0.0,0.0,2.0,6.0,8.0,12.0,23.0,32.0,38.0,47.0,51.0,63.0,70.0,78.0,85.0,100.0,115.0
2.0,2.0,4.0,16.0,22.0,26.0,47.0,57.0,62.0,67.0,70.0,78.0,85.0,91.0,96.0,106.0,117.0
4.0,11.0,16.0,22.0,26.0,31.0,40.0,49.0,52.0,63.0,71.0,80.0,84.0,92.0,99.0,114.0,127.0
2.0,3.0,8.0,12.0,13.0,18.0,32.0,47.0,55.0,64.0,69.0,76.0,81.0,88.0,96.0,114.0,131.0
2.0,5.0,9.0,18.0,25.0,30.0,45.0,54.0,57.0,61.0,67.0,68.0,73.0,79.0,87.0,99.0,109.0
3.0,6.0,11.0,15.0,22.0,29.0,47.0,59.0,66.0,74.0,80.0,90.0,99.0,104.0,106.0,117.0,131.0
2.0,4.0,13.0,18.0,20.0,27.0,41.0,52.0,57.0,69.0,77.0,84.0,91.0,98.0,107.0,124.0,146.0
3.0,5.0,11.0,14.0,17.0,21.0,29.0,37.0,44.0,49.0,51.0,60.0,70.0,79.0,88.0,99.0,109.0
2.0,6.0,11.0,16.0,18.0,26.0,37.0,46.0,53.0,63.0,68.0,74.0,81.0,86.0,92.0,104.0,117.0
3.0,6.0,11.0,17.0,21.0,26.0,38.0,46.0,51.0,60.0,63.0,69.0,73.0,80.0,85.0,93.0,102.0
1.0,2.0,13.0,22.0,24.0,27.0,37.0,49.0,53.0,62.0,64.0,71.0,77.0,83.0,87.0,95.0,108.0
2.0,4.0,9.0,14.0,19.0,21.0,34.0,45.0,56.0,71.0,75.0,80.0,86.0,92.0,100.0,112.0,127.0
2.0,3.0,8.0,19.0,21.0,25.0,38.0,45.0,49.0,54.0,55.0,60.0,63.0,67.0,72.0,86.0,101.0
0.0,1.0,5.0,15.0,20.0,26.0,41.0,51.0,54.0,60.0,64.0,71.0,82.0,91.0,96.0,107.0,119.0
0.0,2.0,7.0,12.0,13.0,17.0,24.0,31.0,35.0,40.0,43.0,51.0,53.0,56.0,60.0,66.0,78.0
1.0,7.0,14.0,24.0,28.0,34.0,45.0,55.0,62.0,70.0,72.0,83.0,91.0,96.0,101.0,112.0,124.0
3.0,6.0,10.0,13.0,16.0,20.0,32.0,40.0,48.0,62.0,73.0,77.0,82.0,84.0,84.0,91.0,104.0
2.0,4.0,10.0,14.0,14.0,18.0,34.0,46.0,54.0,61.0,61.0,63.0,67.0,71.0,73.0,84.0,102.0
3.0,3.0,9.0,12.0,12.0,15.0,19.0,26.0,30.0,39.0,51.0,63.0,78.0,88.0,96.0,108.0,122.0
1.0,1.0,5.0,10.0,14.0,24.0,39.0,53.0,62.0,77.0,84.0,94.0,97.0,102.0,108.0,122.0,138.0
3.0,4.0,12.0,18.0,20.0,25.0,37.0,52.0,60.0,67.0,69.0,73.0,77.0,81.0,87.0,94.0,103.0
2.0,2.0,7.0,9.0,11.0,16.0,34.0,47.0,62.0,83.0,91.0,99.0,107.0,111.0,114.0,122.0,130.0
0.0,0.0,4.0,9.0,15.0,19.0,31.0,46.0,52.0,63.0,66.0,72.0,78.0,84.0,91.0,102.0,112.0
1.0,1.0,11.0,21.0,25.0,29.0,37.0,43.0,50.0,58.0,63.0,69.0,74.0,80.0,82.0,88.0,100.0
0.0,1.0,3.0,8.0,13.0,23.0,39.0,53.0,58.0,66.0,69.0,73.0,83.0,89.0,94.0,102.0,110.0
1.0,1.0,5.0,11.0,15.0,22.0,41.0,51.0,57.0,60.0,62.0,71.0,79.0,84.0,88.0,104.0,120.0
1.0,2.0,8.0,11.0,18.0,27.0,41.0,50.0,56.0,67.0,73.0,81.0,89.0,91.0,97.0,107.0,119.0
1.0,2.0,5.0,10.0,13.0,17.0,37.0,51.0,61.0,71.0,77.0,83.0,86.0,94.0,98.0,112.0,127.0
2.0,6.0,20.0,29.0,38.0,45.0,59.0,73.0,82.0,93.0,96.0,103.0,109.0,117.0,124.0,128.0,139.0
3.0,8.0,18.0,23.0,29.0,35.0,47.0,57.0,62.0,63.0,65.0,67.0,72.0,78.0,87.0,99.0,110.0
1.0,3.0,7.0,14.0,14.0,17.0,23.0,34.0,43.0,53.0,57.0,60.0,68.0,74.0,81.0,92.0,110.0
0.0,4.0,8.0,13.0,13.0,17.0,32.0,43.0,51.0,57.0,61.0,65.0,69.0,77.0,84.0,93.0,99.0
2.0,3.0,7.0,11.0,13.0,17.0,32.0,44.0,50.0,62.0,68.0,76.0,83.0,88.0,99.0,116.0,137.0
2.0,3.0,12.0,24.0,26.0,33.0,44.0,54.0,63.0,76.0,82.0,87.0,93.0,97.0,103.0,111.0,122.0
1.0,4.0,13.0,18.0,21.0,25.0,29.0,37.0,42.0,48.0,49.0,55.0,62.0,71.0,74.0,88.0,100.0
1.0,3.0,7.0,12.0,19.0,24.0,29.0,37.0,43.0,51.0,55.0,60.0,67.0,75.0,81.0,94.0,109.0
0.0,4.0,6.0,15.0,16.0,21.0,31.0,46.0,51.0,58.0,62.0,64.0,70.0,73.0,77.0,84.0,95.0
0.0,1.0,3.0,8.0,8.0,13.0,25.0,38.0,44.0,49.0,53.0,63.0,68.0,77.0,80.0,88.0,95.0
2.0,5.0,9.0,22.0,23.0,28.0,42.0,50.0,58.0,65.0,73.0,78.0,83.0,88.0,91.0,98.0,110.0
1.0,4.0,10.0,21.0,30.0,38.0,51.0,66.0,75.0,83.0,91.0,100.0,106.0,116.0,124.0,138.0,156.0
1.0,3.0,9.0,21.0,28.0,36.0,46.0,58.0,66.0,73.0,79.0,85.0,87.0,90.0,94.0,104.0,118.0
